LS,Level,Section,Row,Seat,Seat Status Code,Price Level Code,Item Price
2:217:F:5,2,217,F,5,O,15,0
2:217:F:6,2,217,F,6,X,15,20
2:217:F:7,2,217,F,7,X,15,20
2:217:F:8,2,217,F,8,X,15,20
2:217:F:9,2,217,F,9,X,15,20
2:217:F:10,2,217,F,10,X,15,20
2:218:F:1,2,218,F,1,X,15,20
2:218:F:2,2,218,F,2,X,15,20
2:218:F:3,2,218,F,3,X,15,20
2:218:F:4,2,218,F,4,X,15,20
2:218:F:5,2,218,F,5,X,15,20
2:218:F:6,2,218,F,6,X,15,20
2:218:F:7,2,218,F,7,X,15,20
2:218:F:8,2,218,F,8,X,15,20
2:218:F:9,2,218,F,9,X,15,20
2:218:F:10,2,218,F,10,X,15,20
2:219:F:1,2,219,F,1,X,15,20
2:219:F:2,2,219,F,2,X,15,20
2:219:F:3,2,219,F,3,X,15,20
2:219:F:4,2,219,F,4,X,15,20
2:219:F:5,2,219,F,5,X,15,20
2:219:F:6,2,219,F,6,X,15,20
2:219:F:7,2,219,F,7,X,15,20
2:219:F:8,2,219,F,8,X,15,20
2:219:F:9,2,219,F,9,R,15,0
2:219:F:10,2,219,F,10,R,15,0
2:220:F:1,2,220,F,1,X,15,20
2:220:F:2,2,220,F,2,X,15,20
2:220:F:3,2,220,F,3,X,15,20
2:220:F:4,2,220,F,4,X,15,20
2:220:F:5,2,220,F,5,X,15,20
2:220:F:6,2,220,F,6,X,15,20
2:220:F:7,2,220,F,7,#,15,0
2:220:F:8,2,220,F,8,X,15,20
2:220:F:9,2,220,F,9,X,15,20
2:220:F:10,2,220,F,10,X,15,20
2:220:F:11,2,220,F,11,X,15,20
2:221:F:1,2,221,F,1,X,15,20
2:221:F:2,2,221,F,2,X,15,20
2:221:F:3,2,221,F,3,X,15,20
2:221:F:4,2,221,F,4,X,15,20
2:221:F:5,2,221,F,5,X,15,20
2:221:F:6,2,221,F,6,X,15,20
2:221:F:7,2,221,F,7,X,15,20
2:221:F:8,2,221,F,8,X,15,20
2:221:F:9,2,221,F,9,X,15,20
2:221:F:10,2,221,F,10,X,15,20
2:221:F:11,2,221,F,11,X,15,20
2:221:F:12,2,221,F,12,X,15,20
2:221:F:13,2,221,F,13,X,15,20
2:221:F:14,2,221,F,14,X,15,20
2:222:F:1,2,222,F,1,X,15,20
2:222:F:2,2,222,F,2,X,15,20
2:222:F:3,2,222,F,3,X,15,20
2:222:F:4,2,222,F,4,X,15,20
2:222:F:5,2,222,F,5,X,15,20
2:222:F:6,2,222,F,6,X,15,20
2:222:F:7,2,222,F,7,X,15,20
2:222:F:8,2,222,F,8,X,15,20
2:222:F:9,2,222,F,9,X,15,20
2:222:F:10,2,222,F,10,X,15,20
2:222:F:11,2,222,F,11,X,15,20
2:223:F:1,2,223,F,1,X,15,20
2:223:F:2,2,223,F,2,X,15,20
2:223:F:3,2,223,F,3,X,15,20
2:223:F:4,2,223,F,4,X,15,20
2:223:F:5,2,223,F,5,X,15,20
2:223:F:6,2,223,F,6,X,15,20
2:223:F:7,2,223,F,7,X,15,20
2:223:F:8,2,223,F,8,X,15,20
2:223:F:9,2,223,F,9,X,15,20
2:223:F:10,2,223,F,10,X,15,20
2:224:F:1,2,224,F,1,X,15,20
2:224:F:2,2,224,F,2,X,15,20
2:224:F:3,2,224,F,3,X,15,20
2:224:F:4,2,224,F,4,X,15,20
2:224:F:5,2,224,F,5,X,15,20
2:224:F:6,2,224,F,6,X,15,20
2:224:F:7,2,224,F,7,X,15,20
2:224:F:8,2,224,F,8,X,15,20
2:224:F:9,2,224,F,9,X,15,20
2:224:F:10,2,224,F,10,X,15,20
2:225:F:1,2,225,F,1,X,15,20
2:225:F:2,2,225,F,2,X,15,20
2:225:F:3,2,225,F,3,X,15,20
2:225:F:4,2,225,F,4,X,15,20
2:225:F:5,2,225,F,5,X,15,20
2:225:F:6,2,225,F,6,X,15,20
2:225:F:7,2,225,F,7,X,15,20
2:225:F:8,2,225,F,8,X,15,20
2:225:F:9,2,225,F,9,X,15,20
2:225:F:10,2,225,F,10,X,15,20
2:226:F:1,2,226,F,1,X,14,30
2:226:F:2,2,226,F,2,X,14,30
2:226:F:3,2,226,F,3,X,14,30
2:226:F:4,2,226,F,4,X,14,30
2:226:F:5,2,226,F,5,X,14,30
2:226:F:6,2,226,F,6,X,14,30
2:226:F:7,2,226,F,7,X,14,30
2:226:F:8,2,226,F,8,X,14,30
2:226:F:9,2,226,F,9,X,14,30
2:226:F:10,2,226,F,10,X,14,30
2:227:F:1,2,227,F,1,X,14,30
2:227:F:2,2,227,F,2,X,14,30
2:227:F:3,2,227,F,3,X,14,30
2:227:F:4,2,227,F,4,X,14,30
2:227:F:5,2,227,F,5,X,14,30
2:227:F:6,2,227,F,6,X,14,30
2:227:F:7,2,227,F,7,X,14,30
2:227:F:8,2,227,F,8,X,14,30
2:227:F:9,2,227,F,9,X,14,30
2:227:F:10,2,227,F,10,X,14,30
2:228:F:1,2,228,F,1,X,14,30
2:228:F:2,2,228,F,2,X,14,30
2:228:F:3,2,228,F,3,X,14,30
2:228:F:4,2,228,F,4,X,14,30
2:228:F:5,2,228,F,5,X,14,30
2:228:F:6,2,228,F,6,X,14,30
2:228:F:7,2,228,F,7,X,14,30
2:228:F:8,2,228,F,8,X,14,30
2:228:F:9,2,228,F,9,X,14,30
2:228:F:10,2,228,F,10,X,14,30
2:228:F:11,2,228,F,11,X,14,30
2:229:F:1,2,229,F,1,X,12,50
2:229:F:2,2,229,F,2,X,12,50
2:229:F:3,2,229,F,3,#,12,0
2:229:F:4,2,229,F,4,#,12,0
2:229:F:5,2,229,F,5,#,12,0
2:229:F:6,2,229,F,6,#,12,0
2:229:F:7,2,229,F,7,X,12,50
2:229:F:8,2,229,F,8,X,12,50
2:229:F:9,2,229,F,9,X,12,50
2:229:F:10,2,229,F,10,X,12,50
2:229:F:11,2,229,F,11,X,12,50
2:229:F:12,2,229,F,12,X,12,50
2:229:F:13,2,229,F,13,X,12,50
2:229:F:14,2,229,F,14,X,12,50
2:229:F:15,2,229,F,15,X,12,50
2:236:F:1,2,236,F,1,X,14,30
2:236:F:2,2,236,F,2,X,14,30
2:236:F:3,2,236,F,3,X,14,30
2:236:F:4,2,236,F,4,X,14,30
2:236:F:5,2,236,F,5,X,14,30
2:236:F:6,2,236,F,6,X,14,30
2:236:F:7,2,236,F,7,X,14,30
2:236:F:8,2,236,F,8,X,14,30
2:236:F:9,2,236,F,9,X,14,30
2:236:F:10,2,236,F,10,X,14,30
2:237:F:1,2,237,F,1,X,15,20
2:237:F:2,2,237,F,2,X,15,20
2:237:F:3,2,237,F,3,X,15,20
2:237:F:4,2,237,F,4,X,15,20
2:237:F:5,2,237,F,5,X,15,20
2:237:F:6,2,237,F,6,X,15,20
2:237:F:7,2,237,F,7,X,15,20
2:237:F:8,2,237,F,8,X,15,20
2:237:F:9,2,237,F,9,X,15,20
2:237:F:10,2,237,F,10,X,15,20
2:238:F:1,2,238,F,1,X,15,20
2:238:F:2,2,238,F,2,X,15,20
2:238:F:3,2,238,F,3,X,15,20
2:238:F:4,2,238,F,4,X,15,20
2:238:F:5,2,238,F,5,X,15,20
2:238:F:6,2,238,F,6,X,15,20
2:238:F:7,2,238,F,7,X,15,20
2:238:F:8,2,238,F,8,X,15,20
2:238:F:9,2,238,F,9,X,15,20
2:238:F:10,2,238,F,10,X,15,20
2:239:F:1,2,239,F,1,X,15,20
2:239:F:2,2,239,F,2,X,15,20
2:239:F:3,2,239,F,3,X,15,20
2:239:F:4,2,239,F,4,X,15,20
2:239:F:5,2,239,F,5,X,15,20
2:239:F:6,2,239,F,6,X,15,20
2:239:F:7,2,239,F,7,X,15,20
2:239:F:8,2,239,F,8,X,15,20
2:239:F:9,2,239,F,9,X,15,20
2:239:F:10,2,239,F,10,X,15,20
2:240:F:1,2,240,F,1,X,15,20
2:240:F:2,2,240,F,2,X,15,20
2:240:F:3,2,240,F,3,X,15,20
2:240:F:4,2,240,F,4,X,15,20
2:240:F:5,2,240,F,5,X,15,20
2:240:F:6,2,240,F,6,X,15,20
2:240:F:7,2,240,F,7,X,15,20
2:240:F:8,2,240,F,8,X,15,20
2:240:F:9,2,240,F,9,X,15,20
2:240:F:10,2,240,F,10,X,15,20
2:240:F:11,2,240,F,11,X,15,20
F:5:F:1,F,5,F,1,K,10,0
F:5:F:2,F,5,F,2,K,10,0
F:5:F:3,F,5,F,3,K,10,0
F:5:F:4,F,5,F,4,K,10,0
F:5:F:5,F,5,F,5,K,10,0
F:5:F:6,F,5,F,6,K,10,0
F:5:F:7,F,5,F,7,K,10,0
F:5:F:8,F,5,F,8,K,10,0
F:5:F:9,F,5,F,9,K,10,0
F:5:F:10,F,5,F,10,K,10,0
F:5:F:11,F,5,F,11,K,10,0
F:5:F:12,F,5,F,12,K,10,0
F:5:F:13,F,5,F,13,K,10,0
F:5:F:14,F,5,F,14,K,10,0
F:5:F:15,F,5,F,15,K,10,0
F:5:F:16,F,5,F,16,K,10,0
F:6:F:1,F,6,F,1,K,10,0
F:6:F:2,F,6,F,2,K,10,0
F:6:F:3,F,6,F,3,K,10,0
F:6:F:4,F,6,F,4,K,10,0
F:6:F:5,F,6,F,5,K,10,0
F:6:F:6,F,6,F,6,K,10,0
F:6:F:7,F,6,F,7,K,10,0
F:6:F:8,F,6,F,8,K,10,0
F:6:F:9,F,6,F,9,K,10,0
F:6:F:10,F,6,F,10,K,10,0
F:6:F:11,F,6,F,11,K,10,0
F:6:F:12,F,6,F,12,K,10,0
F:6:F:13,F,6,F,13,K,10,0
F:6:F:14,F,6,F,14,K,10,0
F:6:F:15,F,6,F,15,K,10,0
F:6:F:16,F,6,F,16,K,10,0
1:101:FF:1,1,101,FF,1,K,11,0
1:101:FF:2,1,101,FF,2,K,11,0
1:101:FF:3,1,101,FF,3,K,11,0
1:101:FF:4,1,101,FF,4,K,11,0
1:101:FF:5,1,101,FF,5,K,11,0
1:101:FF:6,1,101,FF,6,K,11,0
1:101:FF:7,1,101,FF,7,K,11,0
1:101:FF:8,1,101,FF,8,K,11,0
1:101:FF:9,1,101,FF,9,K,11,0
1:101:FF:10,1,101,FF,10,K,11,0
1:101:FF:11,1,101,FF,11,K,11,0
1:101:FF:12,1,101,FF,12,K,11,0
1:102:FF:1,1,102,FF,1,K,11,0
1:102:FF:2,1,102,FF,2,K,11,0
1:102:FF:3,1,102,FF,3,K,11,0
1:102:FF:4,1,102,FF,4,K,11,0
1:102:FF:5,1,102,FF,5,K,11,0
1:102:FF:6,1,102,FF,6,K,11,0
1:102:FF:7,1,102,FF,7,K,11,0
1:102:FF:8,1,102,FF,8,K,11,0
1:104:FF:1,1,104,FF,1,X,8,90
1:104:FF:2,1,104,FF,2,X,8,90
1:104:FF:3,1,104,FF,3,X,8,90
1:104:FF:4,1,104,FF,4,X,8,90
1:104:FF:5,1,104,FF,5,X,8,90
1:104:FF:6,1,104,FF,6,X,8,90
1:105:FF:1,1,105,FF,1,X,8,90
1:105:FF:2,1,105,FF,2,X,8,90
1:105:FF:3,1,105,FF,3,X,8,90
1:105:FF:4,1,105,FF,4,X,8,90
1:105:FF:5,1,105,FF,5,X,8,90
1:105:FF:6,1,105,FF,6,X,8,90
1:105:FF:7,1,105,FF,7,X,8,90
1:106:FF:1,1,106,FF,1,X,6,110
1:106:FF:2,1,106,FF,2,X,6,110
1:106:FF:3,1,106,FF,3,X,6,110
1:106:FF:4,1,106,FF,4,X,6,110
1:106:FF:5,1,106,FF,5,X,6,110
1:106:FF:6,1,106,FF,6,X,6,110
1:106:FF:7,1,106,FF,7,X,6,110
1:106:FF:8,1,106,FF,8,X,6,110
1:106:FF:9,1,106,FF,9,X,6,110
1:106:FF:10,1,106,FF,10,X,6,110
1:106:FF:11,1,106,FF,11,X,6,110
1:106:FF:12,1,106,FF,12,X,6,110
1:106:FF:13,1,106,FF,13,X,6,110
1:106:FF:14,1,106,FF,14,X,6,110
1:106:FF:15,1,106,FF,15,X,6,110
1:106:FF:16,1,106,FF,16,X,6,110
1:107:FF:1,1,107,FF,1,X,4,130
1:107:FF:2,1,107,FF,2,X,4,130
1:107:FF:3,1,107,FF,3,X,4,130
1:107:FF:4,1,107,FF,4,X,4,130
1:107:FF:5,1,107,FF,5,X,4,130
1:107:FF:6,1,107,FF,6,X,4,130
1:107:FF:7,1,107,FF,7,X,4,130
1:107:FF:8,1,107,FF,8,X,4,130
1:107:FF:9,1,107,FF,9,X,4,130
1:107:FF:10,1,107,FF,10,X,4,130
1:107:FF:11,1,107,FF,11,X,4,130
1:107:FF:12,1,107,FF,12,X,4,130
1:107:FF:13,1,107,FF,13,X,4,130
1:107:FF:14,1,107,FF,14,X,4,130
1:108:FF:1,1,108,FF,1,X,2,150
1:108:FF:2,1,108,FF,2,X,2,150
1:108:FF:3,1,108,FF,3,X,2,150
1:108:FF:4,1,108,FF,4,X,2,150
1:108:FF:5,1,108,FF,5,X,2,150
1:108:FF:6,1,108,FF,6,X,2,150
1:108:FF:7,1,108,FF,7,X,2,150
1:108:FF:8,1,108,FF,8,X,2,150
1:108:FF:9,1,108,FF,9,X,2,150
1:108:FF:10,1,108,FF,10,X,2,150
1:108:FF:11,1,108,FF,11,X,2,150
1:108:FF:12,1,108,FF,12,X,2,150
1:108:FF:13,1,108,FF,13,X,2,150
1:108:FF:14,1,108,FF,14,X,2,150
1:109:FF:1,1,109,FF,1,X,4,130
1:109:FF:2,1,109,FF,2,X,4,130
1:109:FF:3,1,109,FF,3,X,4,130
1:109:FF:4,1,109,FF,4,X,4,130
1:109:FF:5,1,109,FF,5,X,4,130
1:109:FF:6,1,109,FF,6,X,4,130
1:109:FF:7,1,109,FF,7,X,4,130
1:109:FF:8,1,109,FF,8,X,4,130
1:109:FF:9,1,109,FF,9,X,4,130
1:109:FF:10,1,109,FF,10,X,4,130
1:109:FF:11,1,109,FF,11,X,4,130
1:109:FF:12,1,109,FF,12,X,4,130
1:109:FF:13,1,109,FF,13,X,4,130
1:109:FF:14,1,109,FF,14,X,4,130
1:110:FF:1,1,110,FF,1,X,6,110
1:110:FF:2,1,110,FF,2,X,6,110
1:110:FF:3,1,110,FF,3,X,6,110
1:110:FF:4,1,110,FF,4,X,6,110
1:110:FF:5,1,110,FF,5,X,6,110
1:110:FF:6,1,110,FF,6,X,6,110
1:110:FF:7,1,110,FF,7,X,6,110
1:110:FF:8,1,110,FF,8,X,6,110
1:110:FF:9,1,110,FF,9,X,6,110
1:110:FF:10,1,110,FF,10,X,6,110
1:110:FF:11,1,110,FF,11,X,6,110
1:110:FF:12,1,110,FF,12,X,6,110
1:110:FF:13,1,110,FF,13,X,6,110
1:110:FF:14,1,110,FF,14,X,6,110
1:111:FF:1,1,111,FF,1,X,8,90
1:111:FF:2,1,111,FF,2,X,8,90
1:111:FF:3,1,111,FF,3,X,8,90
1:111:FF:4,1,111,FF,4,X,8,90
1:111:FF:5,1,111,FF,5,X,8,90
1:111:FF:6,1,111,FF,6,X,8,90
1:111:FF:7,1,111,FF,7,X,8,90
1:112:FF:1,1,112,FF,1,X,8,90
1:112:FF:2,1,112,FF,2,X,8,90
1:112:FF:3,1,112,FF,3,X,8,90
1:112:FF:4,1,112,FF,4,X,8,90
1:112:FF:5,1,112,FF,5,X,8,90
1:112:FF:6,1,112,FF,6,X,8,90
1:112:FF:7,1,112,FF,7,X,8,90
1:112:FF:8,1,112,FF,8,X,8,90
1:113:FF:1,1,113,FF,1,X,9,80
1:113:FF:2,1,113,FF,2,X,9,80
1:113:FF:3,1,113,FF,3,X,9,80
1:113:FF:4,1,113,FF,4,X,9,80
1:113:FF:5,1,113,FF,5,X,9,80
1:113:FF:6,1,113,FF,6,X,9,80
1:114:FF:1,1,114,FF,1,!,9,0
1:114:FF:2,1,114,FF,2,!,9,0
1:114:FF:3,1,114,FF,3,!,9,0
1:114:FF:4,1,114,FF,4,!,9,0
1:114:FF:5,1,114,FF,5,!,9,0
1:114:FF:6,1,114,FF,6,!,9,0
1:114:FF:7,1,114,FF,7,!,9,0
1:114:FF:8,1,114,FF,8,!,9,0
1:115:FF:1,1,115,FF,1,!,9,0
1:115:FF:14,1,115,FF,14,!,9,0
1:116:FF:1,1,116,FF,1,!,9,0
1:116:FF:2,1,116,FF,2,!,9,0
1:116:FF:3,1,116,FF,3,!,9,0
1:116:FF:4,1,116,FF,4,!,9,0
1:116:FF:5,1,116,FF,5,!,9,0
1:116:FF:6,1,116,FF,6,!,9,0
1:116:FF:7,1,116,FF,7,!,9,0
1:116:FF:8,1,116,FF,8,!,9,0
1:117:FF:1,1,117,FF,1,X,9,80
1:117:FF:2,1,117,FF,2,X,9,80
1:117:FF:3,1,117,FF,3,X,9,80
1:117:FF:4,1,117,FF,4,X,9,80
1:117:FF:5,1,117,FF,5,X,9,80
1:117:FF:6,1,117,FF,6,X,9,80
1:118:FF:1,1,118,FF,1,X,8,90
1:118:FF:2,1,118,FF,2,X,8,90
1:118:FF:3,1,118,FF,3,X,8,90
1:118:FF:4,1,118,FF,4,X,8,90
1:118:FF:5,1,118,FF,5,X,8,90
1:118:FF:6,1,118,FF,6,X,8,90
1:118:FF:7,1,118,FF,7,X,8,90
1:118:FF:8,1,118,FF,8,X,8,90
1:119:FF:1,1,119,FF,1,X,8,90
1:119:FF:2,1,119,FF,2,X,8,90
1:119:FF:3,1,119,FF,3,X,8,90
1:119:FF:4,1,119,FF,4,X,8,90
1:119:FF:5,1,119,FF,5,X,8,90
1:119:FF:6,1,119,FF,6,X,8,90
1:119:FF:7,1,119,FF,7,X,8,90
1:120:FF:1,1,120,FF,1,X,6,110
1:120:FF:2,1,120,FF,2,X,6,110
1:120:FF:3,1,120,FF,3,X,6,110
1:120:FF:4,1,120,FF,4,X,6,110
1:120:FF:5,1,120,FF,5,X,6,110
1:120:FF:6,1,120,FF,6,X,6,110
1:120:FF:7,1,120,FF,7,X,6,110
1:120:FF:8,1,120,FF,8,X,6,110
1:120:FF:9,1,120,FF,9,X,6,110
1:120:FF:10,1,120,FF,10,X,6,110
1:120:FF:11,1,120,FF,11,X,6,110
1:120:FF:12,1,120,FF,12,X,6,110
1:120:FF:13,1,120,FF,13,X,6,110
1:120:FF:14,1,120,FF,14,X,6,110
1:120:FF:15,1,120,FF,15,X,6,110
1:121:FF:1,1,121,FF,1,X,4,130
1:121:FF:2,1,121,FF,2,X,4,130
1:121:FF:3,1,121,FF,3,X,4,130
1:121:FF:101,1,121,FF,101,-,4,0
1:121:FF:102,1,121,FF,102,-,4,0
1:121:FF:103,1,121,FF,103,-,4,0
1:121:FF:7,1,121,FF,7,X,4,130
1:121:FF:8,1,121,FF,8,X,4,130
1:121:FF:9,1,121,FF,9,X,4,130
1:121:FF:10,1,121,FF,10,X,4,130
1:121:FF:11,1,121,FF,11,X,4,130
1:121:FF:12,1,121,FF,12,X,4,130
1:121:FF:13,1,121,FF,13,X,4,130
1:122:FF:1,1,122,FF,1,X,2,150
1:122:FF:2,1,122,FF,2,X,2,150
1:122:FF:3,1,122,FF,3,X,2,150
1:122:FF:4,1,122,FF,4,X,2,150
1:122:FF:5,1,122,FF,5,X,2,150
1:122:FF:6,1,122,FF,6,X,2,150
1:122:FF:7,1,122,FF,7,X,2,150
1:122:FF:8,1,122,FF,8,X,2,150
1:122:FF:9,1,122,FF,9,X,2,150
1:122:FF:10,1,122,FF,10,X,2,150
1:122:FF:11,1,122,FF,11,X,2,150
1:122:FF:12,1,122,FF,12,X,2,150
1:122:FF:13,1,122,FF,13,X,2,150
1:122:FF:14,1,122,FF,14,X,2,150
1:123:FF:1,1,123,FF,1,X,4,130
1:123:FF:2,1,123,FF,2,X,4,130
1:123:FF:3,1,123,FF,3,X,4,130
1:123:FF:4,1,123,FF,4,X,4,130
1:123:FF:5,1,123,FF,5,X,4,130
1:123:FF:6,1,123,FF,6,X,4,130
1:123:FF:7,1,123,FF,7,X,4,130
1:123:FF:101,1,123,FF,101,-,4,0
1:123:FF:102,1,123,FF,102,-,4,0
1:123:FF:103,1,123,FF,103,-,4,0
1:123:FF:11,1,123,FF,11,X,4,130
1:123:FF:12,1,123,FF,12,X,4,130
1:123:FF:13,1,123,FF,13,X,4,130
1:124:FF:1,1,124,FF,1,X,6,110
1:124:FF:2,1,124,FF,2,X,6,110
1:124:FF:3,1,124,FF,3,O,6,0
1:124:FF:4,1,124,FF,4,O,6,0
1:124:FF:5,1,124,FF,5,X,6,110
1:124:FF:6,1,124,FF,6,X,6,110
1:124:FF:7,1,124,FF,7,O,6,0
1:124:FF:8,1,124,FF,8,O,6,0
1:124:FF:9,1,124,FF,9,X,6,110
1:124:FF:10,1,124,FF,10,X,6,110
1:124:FF:11,1,124,FF,11,X,6,110
1:124:FF:12,1,124,FF,12,X,6,110
1:124:FF:13,1,124,FF,13,X,6,110
1:124:FF:14,1,124,FF,14,X,6,110
1:124:FF:15,1,124,FF,15,X,6,110
1:125:FF:1,1,125,FF,1,X,8,90
1:125:FF:2,1,125,FF,2,X,8,90
1:125:FF:3,1,125,FF,3,X,8,90
1:125:FF:4,1,125,FF,4,X,8,90
1:125:FF:5,1,125,FF,5,X,8,90
1:125:FF:6,1,125,FF,6,X,8,90
1:125:FF:7,1,125,FF,7,X,8,90
1:126:FF:1,1,126,FF,1,X,8,90
1:126:FF:2,1,126,FF,2,X,8,90
1:126:FF:3,1,126,FF,3,X,8,90
1:126:FF:4,1,126,FF,4,X,8,90
1:126:FF:5,1,126,FF,5,X,8,90
1:126:FF:6,1,126,FF,6,X,8,90
1:126:FF:7,1,126,FF,7,X,8,90
1:126:FF:8,1,126,FF,8,X,8,90
1:127:FF:1,1,127,FF,1,X,9,80
1:127:FF:2,1,127,FF,2,X,9,80
1:127:FF:3,1,127,FF,3,X,9,80
1:127:FF:4,1,127,FF,4,X,9,80
1:127:FF:5,1,127,FF,5,X,9,80
1:128:FF:1,1,128,FF,1,K,11,0
1:128:FF:2,1,128,FF,2,K,11,0
1:128:FF:3,1,128,FF,3,K,11,0
1:128:FF:4,1,128,FF,4,K,11,0
1:128:FF:5,1,128,FF,5,K,11,0
1:128:FF:6,1,128,FF,6,K,11,0
1:128:FF:7,1,128,FF,7,K,11,0
1:128:FF:8,1,128,FF,8,K,11,0
1:102:G:1,1,102,G,1,K,11,0
1:102:G:2,1,102,G,2,K,11,0
1:102:G:3,1,102,G,3,K,11,0
1:102:G:4,1,102,G,4,K,11,0
1:102:G:5,1,102,G,5,K,11,0
1:102:G:6,1,102,G,6,K,11,0
1:102:G:7,1,102,G,7,K,11,0
1:102:G:8,1,102,G,8,K,11,0
1:102:G:9,1,102,G,9,K,11,0
1:102:G:10,1,102,G,10,K,11,0
1:102:G:11,1,102,G,11,K,11,0
1:102:G:12,1,102,G,12,K,11,0
1:102:G:13,1,102,G,13,K,11,0
1:103:G:1,1,103,G,1,X,9,80
1:103:G:2,1,103,G,2,X,9,80
1:103:G:3,1,103,G,3,X,9,80
1:103:G:4,1,103,G,4,X,9,80
1:103:G:5,1,103,G,5,X,9,80
1:103:G:6,1,103,G,6,X,9,80
1:103:G:7,1,103,G,7,X,9,80
1:103:G:8,1,103,G,8,X,9,80
1:103:G:9,1,103,G,9,X,9,80
1:103:G:10,1,103,G,10,X,9,80
1:103:G:11,1,103,G,11,X,9,80
1:103:G:12,1,103,G,12,X,9,80
1:103:G:13,1,103,G,13,X,9,80
1:103:G:14,1,103,G,14,X,9,80
1:105:G:1,1,105,G,1,X,8,90
1:105:G:2,1,105,G,2,X,8,90
1:105:G:3,1,105,G,3,X,8,90
1:105:G:4,1,105,G,4,X,8,90
1:105:G:5,1,105,G,5,X,8,90
1:105:G:6,1,105,G,6,X,8,90
1:105:G:7,1,105,G,7,X,8,90
1:105:G:8,1,105,G,8,X,8,90
1:105:G:9,1,105,G,9,X,8,90
1:105:G:10,1,105,G,10,X,8,90
1:105:G:11,1,105,G,11,#,8,0
1:105:G:12,1,105,G,12,!,8,0
1:105:G:13,1,105,G,13,!,8,0
1:107:G:1,1,107,G,1,X,5,120
1:107:G:2,1,107,G,2,X,5,120
1:107:G:3,1,107,G,3,X,5,120
1:107:G:4,1,107,G,4,X,5,120
1:107:G:5,1,107,G,5,X,5,120
1:107:G:6,1,107,G,6,X,5,120
1:107:G:7,1,107,G,7,X,5,120
1:107:G:8,1,107,G,8,X,5,120
1:107:G:9,1,107,G,9,X,5,120
1:107:G:10,1,107,G,10,X,5,120
1:107:G:11,1,107,G,11,X,5,120
1:107:G:12,1,107,G,12,X,5,120
1:107:G:13,1,107,G,13,X,5,120
1:107:G:14,1,107,G,14,X,5,120
1:107:G:15,1,107,G,15,X,5,120
1:108:G:1,1,108,G,1,X,3,140
1:108:G:2,1,108,G,2,X,3,140
1:108:G:3,1,108,G,3,X,3,140
1:108:G:4,1,108,G,4,X,3,140
1:108:G:5,1,108,G,5,X,3,140
1:108:G:6,1,108,G,6,X,3,140
1:108:G:7,1,108,G,7,X,3,140
1:108:G:8,1,108,G,8,X,3,140
1:108:G:9,1,108,G,9,X,3,140
1:108:G:10,1,108,G,10,X,3,140
1:108:G:11,1,108,G,11,X,3,140
1:108:G:12,1,108,G,12,X,3,140
1:108:G:13,1,108,G,13,X,3,140
1:108:G:14,1,108,G,14,X,3,140
1:108:G:15,1,108,G,15,X,3,140
1:109:G:1,1,109,G,1,X,5,120
1:109:G:2,1,109,G,2,X,5,120
1:109:G:3,1,109,G,3,X,5,120
1:109:G:4,1,109,G,4,X,5,120
1:109:G:5,1,109,G,5,X,5,120
1:109:G:6,1,109,G,6,X,5,120
1:109:G:7,1,109,G,7,X,5,120
1:109:G:8,1,109,G,8,X,5,120
1:109:G:9,1,109,G,9,X,5,120
1:109:G:10,1,109,G,10,X,5,120
1:109:G:11,1,109,G,11,X,5,120
1:109:G:12,1,109,G,12,X,5,120
1:109:G:13,1,109,G,13,X,5,120
1:109:G:14,1,109,G,14,X,5,120
1:109:G:15,1,109,G,15,X,5,120
1:110:G:1,1,110,G,1,R,7,0
1:110:G:2,1,110,G,2,R,7,0
1:110:G:3,1,110,G,3,R,7,0
1:110:G:4,1,110,G,4,R,7,0
1:110:G:5,1,110,G,5,R,7,0
1:110:G:6,1,110,G,6,X,7,100
1:110:G:7,1,110,G,7,X,7,100
1:110:G:9,1,110,G,9,O,7,0
1:110:G:10,1,110,G,10,O,7,0
1:110:G:11,1,110,G,11,O,7,0
1:110:G:12,1,110,G,12,O,7,0
1:110:G:13,1,110,G,13,O,7,0
1:110:G:14,1,110,G,14,O,7,0
1:110:G:15,1,110,G,15,O,7,0
1:111:G:1,1,111,G,1,!,8,0
1:111:G:2,1,111,G,2,!,8,0
1:111:G:3,1,111,G,3,X,8,90
1:111:G:4,1,111,G,4,X,8,90
1:111:G:5,1,111,G,5,X,8,90
1:111:G:6,1,111,G,6,X,8,90
1:111:G:7,1,111,G,7,#,8,0
1:111:G:8,1,111,G,8,#,8,0
1:111:G:9,1,111,G,9,X,8,90
1:111:G:10,1,111,G,10,X,8,90
1:111:G:11,1,111,G,11,X,8,90
1:111:G:12,1,111,G,12,X,8,90
1:111:G:13,1,111,G,13,X,8,90
1:113:G:1,1,113,G,1,#,9,0
1:113:G:2,1,113,G,2,X,9,80
1:113:G:3,1,113,G,3,X,9,80
1:113:G:4,1,113,G,4,X,9,80
1:113:G:5,1,113,G,5,X,9,80
1:113:G:6,1,113,G,6,X,9,80
1:113:G:7,1,113,G,7,X,9,80
1:113:G:8,1,113,G,8,X,9,80
1:113:G:9,1,113,G,9,X,9,80
1:113:G:10,1,113,G,10,X,9,80
1:113:G:11,1,113,G,11,X,9,80
1:113:G:12,1,113,G,12,X,9,80
1:113:G:13,1,113,G,13,X,9,80
1:113:G:14,1,113,G,14,X,9,80
