LS,Level,Section,Row,Seat,Seat Status Code,Price Level Code,Item Price
1:101:AA:3,1,101,AA,3,K,11,0
1:101:AA:4,1,101,AA,4,K,11,0
1:101:AA:5,1,101,AA,5,K,11,0
1:101:AA:6,1,101,AA,6,K,11,0
1:101:AA:7,1,101,AA,7,K,11,0
1:101:AA:8,1,101,AA,8,K,11,0
1:101:AA:9,1,101,AA,9,K,11,0
1:101:AA:10,1,101,AA,10,K,11,0
1:101:AA:11,1,101,AA,11,K,11,0
1:101:AA:12,1,101,AA,12,K,11,0
1:102:AA:1,1,102,AA,1,K,11,0
1:102:AA:2,1,102,AA,2,K,11,0
1:102:AA:3,1,102,AA,3,K,11,0
1:102:AA:4,1,102,AA,4,K,11,0
1:102:AA:5,1,102,AA,5,K,11,0
1:102:AA:6,1,102,AA,6,K,11,0
1:102:AA:7,1,102,AA,7,K,11,0
1:128:AA:1,1,128,AA,1,K,11,0
1:128:AA:2,1,128,AA,2,K,11,0
1:128:AA:3,1,128,AA,3,K,11,0
1:128:AA:4,1,128,AA,4,K,11,0
1:128:AA:5,1,128,AA,5,K,11,0
1:128:AA:6,1,128,AA,6,K,11,0
1:128:AA:7,1,128,AA,7,K,11,0
1:101:B:1,1,101,B,1,K,11,0
1:101:B:2,1,101,B,2,K,11,0
1:101:B:3,1,101,B,3,K,11,0
1:101:B:4,1,101,B,4,K,11,0
1:101:B:5,1,101,B,5,K,11,0
1:101:B:6,1,101,B,6,K,11,0
1:101:B:7,1,101,B,7,K,11,0
1:101:B:8,1,101,B,8,K,11,0
1:101:B:9,1,101,B,9,K,11,0
1:101:B:10,1,101,B,10,K,11,0
1:101:B:11,1,101,B,11,K,11,0
1:101:B:12,1,101,B,12,K,11,0
1:101:B:13,1,101,B,13,K,11,0
1:101:B:14,1,101,B,14,K,11,0
1:101:B:15,1,101,B,15,K,11,0
1:101:B:16,1,101,B,16,K,11,0
1:102:B:1,1,102,B,1,K,11,0
1:102:B:2,1,102,B,2,K,11,0
1:102:B:3,1,102,B,3,K,11,0
1:102:B:4,1,102,B,4,K,11,0
1:102:B:5,1,102,B,5,K,11,0
1:102:B:6,1,102,B,6,K,11,0
1:102:B:7,1,102,B,7,K,11,0
1:102:B:8,1,102,B,8,K,11,0
1:102:B:9,1,102,B,9,K,11,0
1:102:B:10,1,102,B,10,K,11,0
1:103:B:1,1,103,B,1,X,9,80
1:103:B:2,1,103,B,2,X,9,80
1:103:B:3,1,103,B,3,X,9,80
1:103:B:4,1,103,B,4,X,9,80
1:103:B:5,1,103,B,5,X,9,80
1:103:B:6,1,103,B,6,X,9,80
1:103:B:7,1,103,B,7,X,9,80
1:103:B:8,1,103,B,8,X,9,80
1:103:B:9,1,103,B,9,X,9,80
1:103:B:10,1,103,B,10,X,9,80
1:103:B:11,1,103,B,11,X,9,80
1:104:B:1,1,104,B,1,X,8,90
1:104:B:2,1,104,B,2,X,8,90
1:104:B:3,1,104,B,3,X,8,90
1:104:B:4,1,104,B,4,X,8,90
1:104:B:5,1,104,B,5,X,8,90
1:104:B:6,1,104,B,6,X,8,90
1:104:B:7,1,104,B,7,X,8,90
1:104:B:8,1,104,B,8,X,8,90
1:104:B:9,1,104,B,9,X,8,90
1:104:B:10,1,104,B,10,X,8,90
1:104:B:11,1,104,B,11,X,8,90
1:105:B:1,1,105,B,1,X,8,90
1:105:B:2,1,105,B,2,X,8,90
1:105:B:3,1,105,B,3,X,8,90
1:105:B:4,1,105,B,4,X,8,90
1:105:B:5,1,105,B,5,X,8,90
1:105:B:6,1,105,B,6,X,8,90
1:105:B:7,1,105,B,7,X,8,90
1:105:B:8,1,105,B,8,X,8,90
1:105:B:9,1,105,B,9,X,8,90
1:105:B:10,1,105,B,10,X,8,90
1:106:B:1,1,106,B,1,X,7,100
1:106:B:2,1,106,B,2,X,7,100
1:106:B:3,1,106,B,3,X,7,100
1:106:B:4,1,106,B,4,X,7,100
1:106:B:5,1,106,B,5,X,7,100
1:106:B:6,1,106,B,6,X,7,100
1:106:B:7,1,106,B,7,X,7,100
1:106:B:8,1,106,B,8,X,7,100
1:106:B:9,1,106,B,9,X,7,100
1:106:B:10,1,106,B,10,X,7,100
1:106:B:11,1,106,B,11,X,7,100
1:106:B:12,1,106,B,12,X,7,100
1:106:B:13,1,106,B,13,X,7,100
1:106:B:14,1,106,B,14,X,7,100
1:106:B:15,1,106,B,15,X,7,100
1:106:B:16,1,106,B,16,X,7,100
1:107:B:1,1,107,B,1,X,5,120
1:107:B:2,1,107,B,2,X,5,120
1:107:B:3,1,107,B,3,X,5,120
1:107:B:4,1,107,B,4,X,5,120
1:107:B:5,1,107,B,5,X,5,120
1:107:B:6,1,107,B,6,X,5,120
1:107:B:7,1,107,B,7,X,5,120
1:107:B:8,1,107,B,8,X,5,120
1:107:B:9,1,107,B,9,X,5,120
1:107:B:10,1,107,B,10,X,5,120
1:107:B:11,1,107,B,11,X,5,120
1:107:B:12,1,107,B,12,X,5,120
1:107:B:13,1,107,B,13,X,5,120
1:107:B:14,1,107,B,14,X,5,120
1:107:B:15,1,107,B,15,X,5,120
1:108:B:1,1,108,B,1,X,3,140
1:108:B:2,1,108,B,2,X,3,140
1:108:B:3,1,108,B,3,X,3,140
1:108:B:4,1,108,B,4,X,3,140
1:108:B:5,1,108,B,5,X,3,140
1:108:B:6,1,108,B,6,X,3,140
1:108:B:7,1,108,B,7,X,3,140
1:108:B:8,1,108,B,8,X,3,140
1:108:B:9,1,108,B,9,X,3,140
1:108:B:10,1,108,B,10,X,3,140
1:108:B:11,1,108,B,11,X,3,140
1:108:B:12,1,108,B,12,X,3,140
1:108:B:13,1,108,B,13,X,3,140
1:108:B:14,1,108,B,14,X,3,140
1:108:B:15,1,108,B,15,X,3,140
1:109:B:1,1,109,B,1,X,5,120
1:109:B:2,1,109,B,2,X,5,120
1:109:B:3,1,109,B,3,X,5,120
1:109:B:4,1,109,B,4,X,5,120
1:109:B:5,1,109,B,5,X,5,120
1:109:B:6,1,109,B,6,X,5,120
1:109:B:7,1,109,B,7,X,5,120
1:109:B:8,1,109,B,8,X,5,120
1:109:B:9,1,109,B,9,X,5,120
1:109:B:10,1,109,B,10,X,5,120
1:109:B:11,1,109,B,11,X,5,120
1:109:B:12,1,109,B,12,X,5,120
1:109:B:13,1,109,B,13,X,5,120
1:109:B:14,1,109,B,14,X,5,120
1:109:B:15,1,109,B,15,X,5,120
1:110:B:1,1,110,B,1,X,7,100
1:110:B:2,1,110,B,2,X,7,100
1:110:B:3,1,110,B,3,X,7,100
1:110:B:4,1,110,B,4,X,7,100
1:110:B:5,1,110,B,5,X,7,100
1:110:B:6,1,110,B,6,X,7,100
1:110:B:7,1,110,B,7,X,7,100
1:110:B:8,1,110,B,8,X,7,100
1:110:B:9,1,110,B,9,X,7,100
1:110:B:10,1,110,B,10,X,7,100
1:110:B:11,1,110,B,11,X,7,100
1:110:B:12,1,110,B,12,X,7,100
1:110:B:13,1,110,B,13,X,7,100
1:110:B:14,1,110,B,14,X,7,100
1:110:B:15,1,110,B,15,X,7,100
1:110:B:16,1,110,B,16,X,7,100
1:111:B:1,1,111,B,1,X,8,90
1:111:B:2,1,111,B,2,X,8,90
1:111:B:3,1,111,B,3,X,8,90
1:111:B:4,1,111,B,4,X,8,90
1:111:B:5,1,111,B,5,X,8,90
1:111:B:6,1,111,B,6,X,8,90
1:111:B:7,1,111,B,7,X,8,90
1:111:B:8,1,111,B,8,X,8,90
1:111:B:9,1,111,B,9,X,8,90
1:111:B:10,1,111,B,10,X,8,90
1:112:B:1,1,112,B,1,X,8,90
1:112:B:2,1,112,B,2,X,8,90
1:112:B:3,1,112,B,3,X,8,90
1:112:B:4,1,112,B,4,X,8,90
1:112:B:5,1,112,B,5,#,8,0
1:112:B:6,1,112,B,6,#,8,0
1:112:B:7,1,112,B,7,X,8,90
1:112:B:8,1,112,B,8,X,8,90
1:112:B:9,1,112,B,9,X,8,90
1:112:B:10,1,112,B,10,X,8,90
1:112:B:11,1,112,B,11,X,8,90
1:113:B:1,1,113,B,1,X,9,80
1:113:B:2,1,113,B,2,X,9,80
1:113:B:3,1,113,B,3,X,9,80
1:113:B:4,1,113,B,4,X,9,80
1:113:B:5,1,113,B,5,X,9,80
1:113:B:6,1,113,B,6,X,9,80
1:113:B:7,1,113,B,7,X,9,80
1:113:B:8,1,113,B,8,X,9,80
1:113:B:9,1,113,B,9,X,9,80
1:113:B:10,1,113,B,10,X,9,80
1:113:B:11,1,113,B,11,X,9,80
1:114:B:1,1,114,B,1,K,9,0
1:114:B:2,1,114,B,2,K,9,0
1:114:B:3,1,114,B,3,K,9,0
1:114:B:4,1,114,B,4,K,9,0
1:114:B:5,1,114,B,5,K,9,0
1:114:B:6,1,114,B,6,K,9,0
1:114:B:7,1,114,B,7,K,9,0
1:114:B:8,1,114,B,8,K,9,0
1:114:B:9,1,114,B,9,K,9,0
1:114:B:10,1,114,B,10,K,9,0
1:115:B:1,1,115,B,1,K,9,0
1:115:B:2,1,115,B,2,K,9,0
1:115:B:16,1,115,B,16,K,9,0
1:115:B:17,1,115,B,17,K,9,0
1:116:B:1,1,116,B,1,K,9,0
1:116:B:2,1,116,B,2,K,9,0
1:116:B:3,1,116,B,3,K,9,0
1:116:B:4,1,116,B,4,K,9,0
1:116:B:5,1,116,B,5,K,9,0
1:116:B:6,1,116,B,6,K,9,0
1:116:B:7,1,116,B,7,K,9,0
1:116:B:8,1,116,B,8,K,9,0
1:116:B:9,1,116,B,9,K,9,0
1:116:B:10,1,116,B,10,K,9,0
1:117:B:1,1,117,B,1,X,9,80
1:117:B:2,1,117,B,2,X,9,80
1:117:B:3,1,117,B,3,X,9,80
1:117:B:4,1,117,B,4,X,9,80
1:117:B:5,1,117,B,5,X,9,80
1:117:B:6,1,117,B,6,X,9,80
1:117:B:7,1,117,B,7,X,9,80
1:117:B:8,1,117,B,8,X,9,80
1:117:B:9,1,117,B,9,X,9,80
1:117:B:10,1,117,B,10,X,9,80
1:117:B:11,1,117,B,11,X,9,80
1:118:B:1,1,118,B,1,X,8,90
1:118:B:2,1,118,B,2,X,8,90
1:118:B:3,1,118,B,3,X,8,90
1:118:B:4,1,118,B,4,X,8,90
1:118:B:5,1,118,B,5,X,8,90
1:123:B:6,1,123,B,6,X,5,120
1:123:B:7,1,123,B,7,X,5,120
1:123:B:8,1,123,B,8,X,5,120
1:123:B:9,1,123,B,9,X,5,120
1:123:B:10,1,123,B,10,X,5,120
1:123:B:11,1,123,B,11,X,5,120
1:123:B:12,1,123,B,12,X,5,120
1:123:B:13,1,123,B,13,X,5,120
1:123:B:14,1,123,B,14,X,5,120
1:123:B:15,1,123,B,15,X,5,120
1:124:B:1,1,124,B,1,X,7,100
1:124:B:2,1,124,B,2,X,7,100
1:124:B:3,1,124,B,3,X,7,100
1:124:B:4,1,124,B,4,X,7,100
1:124:B:5,1,124,B,5,X,7,100
1:124:B:6,1,124,B,6,X,7,100
1:124:B:7,1,124,B,7,X,7,100
1:124:B:8,1,124,B,8,X,7,100
1:124:B:9,1,124,B,9,X,7,100
1:124:B:10,1,124,B,10,X,7,100
1:124:B:11,1,124,B,11,X,7,100
1:124:B:12,1,124,B,12,X,7,100
1:124:B:13,1,124,B,13,X,7,100
1:124:B:14,1,124,B,14,X,7,100
1:124:B:15,1,124,B,15,X,7,100
1:124:B:16,1,124,B,16,X,7,100
1:125:B:1,1,125,B,1,X,8,90
1:125:B:2,1,125,B,2,X,8,90
1:125:B:3,1,125,B,3,X,8,90
1:125:B:4,1,125,B,4,X,8,90
1:125:B:5,1,125,B,5,X,8,90
1:125:B:6,1,125,B,6,X,8,90
1:125:B:7,1,125,B,7,X,8,90
1:125:B:8,1,125,B,8,X,8,90
1:125:B:9,1,125,B,9,X,8,90
1:125:B:10,1,125,B,10,X,8,90
1:126:B:1,1,126,B,1,X,8,90
1:126:B:2,1,126,B,2,X,8,90
1:126:B:3,1,126,B,3,X,8,90
1:126:B:4,1,126,B,4,X,8,90
1:126:B:5,1,126,B,5,X,8,90
1:126:B:6,1,126,B,6,X,8,90
1:126:B:7,1,126,B,7,X,8,90
1:126:B:8,1,126,B,8,X,8,90
1:126:B:9,1,126,B,9,X,8,90
1:126:B:10,1,126,B,10,X,8,90
1:126:B:11,1,126,B,11,X,8,90
1:127:B:1,1,127,B,1,X,9,80
1:127:B:2,1,127,B,2,X,9,80
1:127:B:3,1,127,B,3,X,9,80
1:127:B:4,1,127,B,4,X,9,80
1:127:B:5,1,127,B,5,X,9,80
1:127:B:6,1,127,B,6,X,9,80
1:127:B:7,1,127,B,7,X,9,80
1:127:B:8,1,127,B,8,X,9,80
1:127:B:9,1,127,B,9,X,9,80
1:127:B:10,1,127,B,10,X,9,80
1:127:B:11,1,127,B,11,X,9,80
1:128:B:1,1,128,B,1,K,11,0
1:128:B:2,1,128,B,2,K,11,0
1:128:B:3,1,128,B,3,K,11,0
1:128:B:4,1,128,B,4,K,11,0
1:128:B:5,1,128,B,5,K,11,0
1:128:B:6,1,128,B,6,K,11,0
1:128:B:7,1,128,B,7,K,11,0
1:128:B:8,1,128,B,8,K,11,0
1:128:B:9,1,128,B,9,K,11,0
1:128:B:10,1,128,B,10,K,11,0
2:201:B:1,2,201,B,1,X,15,20
2:201:B:2,2,201,B,2,X,15,20
2:201:B:101,2,201,B,101,-,15,0
2:201:B:102,2,201,B,102,-,15,0
2:201:B:103,2,201,B,103,-,15,0
2:201:B:104,2,201,B,104,-,15,0
2:201:B:105,2,201,B,105,-,15,0
2:201:B:106,2,201,B,106,-,15,0
2:201:B:107,2,201,B,107,-,15,0
2:201:B:108,2,201,B,108,-,15,0
2:201:B:109,2,201,B,109,-,15,0
2:201:B:110,2,201,B,110,-,15,0
2:201:B:13,2,201,B,13,X,15,20
2:201:B:14,2,201,B,14,X,15,20
2:202:B:1,2,202,B,1,X,15,20
2:202:B:2,2,202,B,2,X,15,20
2:202:B:3,2,202,B,3,X,15,20
2:202:B:4,2,202,B,4,X,15,20
2:202:B:5,2,202,B,5,X,15,20
2:202:B:6,2,202,B,6,X,15,20
2:202:B:7,2,202,B,7,X,15,20
2:202:B:8,2,202,B,8,X,15,20
2:202:B:9,2,202,B,9,X,15,20
2:202:B:10,2,202,B,10,X,15,20
2:213:B:107,2,213,B,107,-,12,0
2:213:B:108,2,213,B,108,-,12,0
2:213:B:109,2,213,B,109,-,12,0
2:213:B:110,2,213,B,110,-,12,0
2:213:B:111,2,213,B,111,-,12,0
2:213:B:14,2,213,B,14,X,12,50
2:213:B:15,2,213,B,15,X,12,50
2:214:B:1,2,214,B,1,X,14,30
2:214:B:2,2,214,B,2,X,14,30
2:214:B:3,2,214,B,3,X,14,30
2:214:B:4,2,214,B,4,X,14,30
2:214:B:5,2,214,B,5,X,14,30
2:214:B:6,2,214,B,6,X,14,30
2:214:B:7,2,214,B,7,X,14,30
2:214:B:8,2,214,B,8,X,14,30
2:214:B:9,2,214,B,9,X,14,30
2:214:B:10,2,214,B,10,X,14,30
2:216:B:1,2,216,B,1,X,14,30
2:216:B:2,2,216,B,2,X,14,30
2:216:B:3,2,216,B,3,X,14,30
2:216:B:4,2,216,B,4,X,14,30
2:216:B:5,2,216,B,5,X,14,30
2:216:B:6,2,216,B,6,X,14,30
2:216:B:7,2,216,B,7,X,14,30
2:216:B:8,2,216,B,8,X,14,30
2:216:B:9,2,216,B,9,X,14,30
2:218:B:1,2,218,B,1,X,15,20
2:218:B:2,2,218,B,2,X,15,20
2:218:B:3,2,218,B,3,X,15,20
2:218:B:4,2,218,B,4,X,15,20
2:218:B:5,2,218,B,5,X,15,20
2:218:B:6,2,218,B,6,X,15,20
2:218:B:7,2,218,B,7,X,15,20
2:218:B:8,2,218,B,8,X,15,20
2:218:B:9,2,218,B,9,X,15,20
2:220:B:1,2,220,B,1,X,15,20
2:220:B:2,2,220,B,2,X,15,20
2:220:B:3,2,220,B,3,X,15,20
2:220:B:4,2,220,B,4,X,15,20
2:220:B:5,2,220,B,5,X,15,20
2:220:B:6,2,220,B,6,X,15,20
2:220:B:7,2,220,B,7,X,15,20
2:220:B:8,2,220,B,8,X,15,20
2:220:B:9,2,220,B,9,X,15,20
2:220:B:10,2,220,B,10,X,15,20
2:221:B:1,2,221,B,1,X,15,20
2:221:B:2,2,221,B,2,X,15,20
2:221:B:101,2,221,B,101,-,15,0
2:221:B:102,2,221,B,102,-,15,0
2:221:B:103,2,221,B,103,-,15,0
2:221:B:104,2,221,B,104,-,15,0
2:221:B:105,2,221,B,105,-,15,0
2:221:B:106,2,221,B,106,-,15,0
2:221:B:107,2,221,B,107,-,15,0
2:221:B:108,2,221,B,108,-,15,0
2:221:B:109,2,221,B,109,-,15,0
2:221:B:110,2,221,B,110,-,15,0
2:221:B:13,2,221,B,13,X,15,20
2:221:B:14,2,221,B,14,X,15,20
2:222:B:1,2,222,B,1,R,15,0
2:222:B:2,2,222,B,2,R,15,0
2:222:B:3,2,222,B,3,X,15,20
2:222:B:4,2,222,B,4,X,15,20
2:222:B:5,2,222,B,5,X,15,20
2:222:B:6,2,222,B,6,X,15,20
2:222:B:7,2,222,B,7,X,15,20
2:222:B:8,2,222,B,8,X,15,20
2:222:B:9,2,222,B,9,X,15,20
2:222:B:10,2,222,B,10,X,15,20
2:224:B:1,2,224,B,1,X,15,20
2:224:B:2,2,224,B,2,X,15,20
2:224:B:3,2,224,B,3,X,15,20
2:224:B:4,2,224,B,4,X,15,20
2:224:B:5,2,224,B,5,X,15,20
2:224:B:6,2,224,B,6,X,15,20
2:224:B:7,2,224,B,7,X,15,20
2:224:B:8,2,224,B,8,X,15,20
2:224:B:9,2,224,B,9,X,15,20
2:234:B:9,2,234,B,9,X,14,30
2:234:B:10,2,234,B,10,X,14,30
2:236:B:1,2,236,B,1,X,14,30
2:236:B:2,2,236,B,2,X,14,30
2:236:B:3,2,236,B,3,X,14,30
2:236:B:4,2,236,B,4,X,14,30
2:236:B:5,2,236,B,5,X,14,30
2:236:B:6,2,236,B,6,X,14,30
2:236:B:7,2,236,B,7,X,14,30
2:236:B:8,2,236,B,8,X,14,30
2:236:B:9,2,236,B,9,X,14,30
2:238:B:1,2,238,B,1,X,15,20
2:238:B:2,2,238,B,2,X,15,20
2:238:B:3,2,238,B,3,X,15,20
2:238:B:4,2,238,B,4,X,15,20
2:238:B:5,2,238,B,5,X,15,20
2:238:B:6,2,238,B,6,X,15,20
2:238:B:7,2,238,B,7,X,15,20
2:238:B:8,2,238,B,8,X,15,20
2:238:B:9,2,238,B,9,X,15,20
2:240:B:1,2,240,B,1,X,15,20
2:240:B:2,2,240,B,2,X,15,20
2:240:B:3,2,240,B,3,X,15,20
2:240:B:4,2,240,B,4,X,15,20
2:240:B:5,2,240,B,5,X,15,20
2:240:B:6,2,240,B,6,X,15,20
2:240:B:7,2,240,B,7,R,15,0
2:240:B:8,2,240,B,8,R,15,0
2:240:B:9,2,240,B,9,X,15,20
2:240:B:10,2,240,B,10,X,15,20
3:301:B:1,3,301,B,1,a,17,0
3:301:B:2,3,301,B,2,a,17,0
3:301:B:3,3,301,B,3,a,17,0
3:301:B:4,3,301,B,4,a,17,0
3:301:B:5,3,301,B,5,a,17,0
3:301:B:6,3,301,B,6,a,17,0
3:301:B:7,3,301,B,7,a,17,0
3:301:B:8,3,301,B,8,a,17,0
3:301:B:9,3,301,B,9,a,17,0
3:301:B:10,3,301,B,10,a,17,0
3:301:B:11,3,301,B,11,a,17,0
3:301:B:12,3,301,B,12,a,17,0
3:301:B:13,3,301,B,13,a,17,0
3:301:B:14,3,301,B,14,a,17,0
3:301:B:15,3,301,B,15,a,17,0
3:301:B:16,3,301,B,16,a,17,0
3:301:B:17,3,301,B,17,a,17,0
3:302:B:1,3,302,B,1,a,17,0
3:302:B:2,3,302,B,2,a,17,0
3:302:B:3,3,302,B,3,a,17,0
3:302:B:4,3,302,B,4,a,17,0
3:302:B:5,3,302,B,5,a,17,0
3:302:B:6,3,302,B,6,a,17,0
3:302:B:7,3,302,B,7,a,17,0
3:302:B:8,3,302,B,8,a,17,0
3:302:B:9,3,302,B,9,a,17,0
3:302:B:10,3,302,B,10,a,17,0
3:302:B:11,3,302,B,11,a,17,0
3:302:B:12,3,302,B,12,a,17,0
3:302:B:13,3,302,B,13,a,17,0
3:302:B:14,3,302,B,14,a,17,0
3:302:B:15,3,302,B,15,a,17,0
3:302:B:16,3,302,B,16,a,17,0
3:R1:B:1,3,R1,B,1,a,17,0
3:R1:B:2,3,R1,B,2,a,17,0
3:R1:B:3,3,R1,B,3,a,17,0
3:R1:B:4,3,R1,B,4,a,17,0
3:R1:B:5,3,R1,B,5,a,17,0
3:R1:B:6,3,R1,B,6,a,17,0
3:R1:B:7,3,R1,B,7,a,17,0
3:R1:B:8,3,R1,B,8,a,17,0
3:R1:B:9,3,R1,B,9,a,17,0
3:R1:B:10,3,R1,B,10,a,17,0
3:R1:B:11,3,R1,B,11,a,17,0
3:R1:B:12,3,R1,B,12,a,17,0
3:R1:B:13,3,R1,B,13,a,17,0
3:R1:B:14,3,R1,B,14,a,17,0
3:R1:B:15,3,R1,B,15,a,17,0
3:R1:B:16,3,R1,B,16,a,17,0
3:R1:B:17,3,R1,B,17,a,17,0
3:R2:B:1,3,R2,B,1,a,17,0
3:R2:B:2,3,R2,B,2,a,17,0
3:R2:B:3,3,R2,B,3,a,17,0
3:R2:B:4,3,R2,B,4,a,17,0
3:R2:B:5,3,R2,B,5,a,17,0
3:R2:B:6,3,R2,B,6,a,17,0
3:R2:B:7,3,R2,B,7,a,17,0
3:R2:B:8,3,R2,B,8,a,17,0
3:R2:B:9,3,R2,B,9,a,17,0
3:R2:B:10,3,R2,B,10,a,17,0
3:R2:B:11,3,R2,B,11,a,17,0
3:R2:B:12,3,R2,B,12,a,17,0
3:R2:B:13,3,R2,B,13,a,17,0
3:R2:B:14,3,R2,B,14,a,17,0
3:R2:B:15,3,R2,B,15,a,17,0
3:R2:B:16,3,R2,B,16,a,17,0
3:R2:B:17,3,R2,B,17,a,17,0
3:R3:B:1,3,R3,B,1,a,17,0
3:R3:B:2,3,R3,B,2,a,17,0
3:R3:B:3,3,R3,B,3,a,17,0
3:R3:B:4,3,R3,B,4,a,17,0
3:R3:B:5,3,R3,B,5,a,17,0
3:R3:B:6,3,R3,B,6,a,17,0
3:R3:B:7,3,R3,B,7,a,17,0
3:R3:B:8,3,R3,B,8,a,17,0
3:R3:B:9,3,R3,B,9,a,17,0
3:R3:B:10,3,R3,B,10,a,17,0
3:R3:B:11,3,R3,B,11,a,17,0
3:R3:B:12,3,R3,B,12,a,17,0
3:R3:B:13,3,R3,B,13,a,17,0
3:R3:B:14,3,R3,B,14,a,17,0
3:R3:B:15,3,R3,B,15,a,17,0
3:R3:B:16,3,R3,B,16,a,17,0
F:1:B:14,F,1,B,14,X,1,160
F:1:B:15,F,1,B,15,X,1,160
F:1:B:16,F,1,B,16,X,1,160
F:1:B:17,F,1,B,17,X,1,160
F:1:B:18,F,1,B,18,a,1,0
F:1:B:19,F,1,B,19,a,1,0
F:1:B:20,F,1,B,20,a,1,0
F:1:B:21,F,1,B,21,a,1,0
F:1:B:22,F,1,B,22,a,1,0
F:1:B:23,F,1,B,23,a,1,0
F:1:B:24,F,1,B,24,a,1,0
F:1:B:25,F,1,B,25,a,1,0
F:1:B:26,F,1,B,26,a,1,0
F:1:B:27,F,1,B,27,a,1,0
F:1:B:28,F,1,B,28,a,1,0
F:1:B:29,F,1,B,29,a,1,0
F:5:B:1,F,5,B,1,K,10,0
F:5:B:2,F,5,B,2,K,10,0
F:5:B:3,F,5,B,3,K,10,0
F:5:B:4,F,5,B,4,K,10,0
F:5:B:5,F,5,B,5,K,10,0
F:5:B:6,F,5,B,6,K,10,0
F:5:B:7,F,5,B,7,K,10,0
F:5:B:8,F,5,B,8,K,10,0
F:5:B:9,F,5,B,9,K,10,0
F:5:B:10,F,5,B,10,K,10,0
F:5:B:11,F,5,B,11,K,10,0
F:5:B:12,F,5,B,12,K,10,0
F:5:B:13,F,5,B,13,K,10,0
F:5:B:14,F,5,B,14,K,10,0
F:5:B:15,F,5,B,15,K,10,0
F:5:B:16,F,5,B,16,K,10,0
F:6:B:1,F,6,B,1,K,10,0
F:6:B:2,F,6,B,2,K,10,0
F:6:B:3,F,6,B,3,K,10,0
F:6:B:4,F,6,B,4,K,10,0
F:6:B:5,F,6,B,5,K,10,0
F:6:B:6,F,6,B,6,K,10,0
F:6:B:7,F,6,B,7,K,10,0
F:6:B:8,F,6,B,8,K,10,0
F:6:B:9,F,6,B,9,K,10,0
F:6:B:10,F,6,B,10,K,10,0
F:6:B:11,F,6,B,11,K,10,0
F:6:B:12,F,6,B,12,K,10,0
F:6:B:13,F,6,B,13,K,10,0
F:6:B:14,F,6,B,14,K,10,0
F:6:B:15,F,6,B,15,K,10,0
F:6:B:16,F,6,B,16,K,10,0
1:101:BB:1,1,101,BB,1,K,11,0
1:101:BB:2,1,101,BB,2,K,11,0
1:101:BB:3,1,101,BB,3,K,11,0
1:101:BB:4,1,101,BB,4,K,11,0
1:101:BB:5,1,101,BB,5,K,11,0
1:101:BB:6,1,101,BB,6,K,11,0
1:101:BB:7,1,101,BB,7,K,11,0
1:101:BB:8,1,101,BB,8,K,11,0
1:101:BB:9,1,101,BB,9,K,11,0
1:101:BB:10,1,101,BB,10,K,11,0
1:101:BB:11,1,101,BB,11,K,11,0
1:101:BB:12,1,101,BB,12,K,11,0
1:102:BB:1,1,102,BB,1,K,11,0
1:102:BB:2,1,102,BB,2,K,11,0
1:102:BB:3,1,102,BB,3,K,11,0
1:106:BB:1,1,106,BB,1,X,6,110
1:106:BB:2,1,106,BB,2,X,6,110
1:106:BB:3,1,106,BB,3,X,6,110
1:106:BB:4,1,106,BB,4,X,6,110
1:106:BB:5,1,106,BB,5,X,6,110
1:106:BB:6,1,106,BB,6,X,6,110
1:106:BB:7,1,106,BB,7,X,6,110
1:106:BB:8,1,106,BB,8,X,6,110
1:106:BB:9,1,106,BB,9,X,6,110
1:106:BB:10,1,106,BB,10,X,6,110
1:106:BB:11,1,106,BB,11,X,6,110
1:106:BB:12,1,106,BB,12,X,6,110
1:106:BB:13,1,106,BB,13,X,6,110
1:106:BB:14,1,106,BB,14,X,6,110
1:106:BB:15,1,106,BB,15,X,6,110
1:106:BB:16,1,106,BB,16,X,6,110
1:106:BB:17,1,106,BB,17,X,6,110
1:106:BB:18,1,106,BB,18,X,6,110
1:106:BB:19,1,106,BB,19,X,6,110
1:106:BB:20,1,106,BB,20,X,6,110
1:106:BB:21,1,106,BB,21,X,6,110
1:106:BB:22,1,106,BB,22,X,6,110
1:106:BB:23,1,106,BB,23,X,6,110
1:107:BB:1,1,107,BB,1,X,4,130
1:107:BB:2,1,107,BB,2,X,4,130
1:107:BB:3,1,107,BB,3,X,4,130
1:107:BB:4,1,107,BB,4,X,4,130
1:107:BB:5,1,107,BB,5,X,4,130
1:107:BB:6,1,107,BB,6,X,4,130
1:107:BB:7,1,107,BB,7,X,4,130
1:107:BB:8,1,107,BB,8,X,4,130
1:107:BB:9,1,107,BB,9,X,4,130
1:107:BB:10,1,107,BB,10,X,4,130
1:107:BB:11,1,107,BB,11,X,4,130
1:107:BB:12,1,107,BB,12,X,4,130
1:107:BB:13,1,107,BB,13,X,4,130
1:107:BB:14,1,107,BB,14,X,4,130
1:107:BB:15,1,107,BB,15,X,4,130
1:108:BB:1,1,108,BB,1,X,2,150
1:108:BB:2,1,108,BB,2,X,2,150
1:108:BB:3,1,108,BB,3,X,2,150
1:108:BB:4,1,108,BB,4,X,2,150
1:108:BB:5,1,108,BB,5,X,2,150
1:108:BB:6,1,108,BB,6,X,2,150
1:108:BB:7,1,108,BB,7,X,2,150
