LS,Level,Section,Row,Seat,Seat Status Code,Price Level Code,Item Price
S:9:12:2,S,9,12,2,K,18,0
S:9:12:3,S,9,12,3,K,18,0
S:9:12:4,S,9,12,4,K,18,0
S:9:12:5,S,9,12,5,K,18,0
S:9:12:6,S,9,12,6,K,18,0
S:9:12:7,S,9,12,7,K,18,0
S:9:12:8,S,9,12,8,K,18,0
S:9:12:9,S,9,12,9,K,18,0
S:9:12:10,S,9,12,10,K,18,0
S:9:12:11,S,9,12,11,K,18,0
S:9:12:12,S,9,12,12,K,18,0
S:9:12:13,S,9,12,13,K,18,0
S:9:12:14,S,9,12,14,K,18,0
S:9:12:15,S,9,12,15,K,18,0
S:1:13:1,S,1,13,1,s,18,0
S:1:13:2,S,1,13,2,s,18,0
S:1:13:3,S,1,13,3,s,18,0
S:1:13:4,S,1,13,4,s,18,0
S:1:13:5,S,1,13,5,s,18,0
S:1:13:6,S,1,13,6,s,18,0
S:1:13:7,S,1,13,7,s,18,0
S:1:13:8,S,1,13,8,s,18,0
S:1:13:9,S,1,13,9,s,18,0
S:1:13:10,S,1,13,10,s,18,0
S:10:13:1,S,10,13,1,K,18,0
S:10:13:2,S,10,13,2,K,18,0
S:10:13:3,S,10,13,3,K,18,0
S:10:13:4,S,10,13,4,K,18,0
S:10:13:5,S,10,13,5,K,18,0
S:10:13:6,S,10,13,6,K,18,0
S:10:13:7,S,10,13,7,K,18,0
S:10:13:8,S,10,13,8,K,18,0
S:10:13:9,S,10,13,9,K,18,0
S:10:13:10,S,10,13,10,K,18,0
S:10:13:11,S,10,13,11,K,18,0
S:10:13:12,S,10,13,12,K,18,0
S:10:13:13,S,10,13,13,K,18,0
S:10:13:14,S,10,13,14,K,18,0
S:10:13:15,S,10,13,15,K,18,0
S:11:13:1,S,11,13,1,K,18,0
S:11:13:2,S,11,13,2,K,18,0
S:11:13:3,S,11,13,3,K,18,0
S:11:13:4,S,11,13,4,K,18,0
S:11:13:5,S,11,13,5,K,18,0
S:11:13:6,S,11,13,6,K,18,0
S:11:13:7,S,11,13,7,K,18,0
S:11:13:8,S,11,13,8,K,18,0
S:11:13:9,S,11,13,9,K,18,0
S:11:13:10,S,11,13,10,K,18,0
S:11:13:11,S,11,13,11,K,18,0
S:11:13:12,S,11,13,12,K,18,0
S:11:13:13,S,11,13,13,K,18,0
S:11:13:14,S,11,13,14,K,18,0
S:11:13:15,S,11,13,15,K,18,0
S:2:13:1,S,2,13,1,s,18,0
S:2:13:2,S,2,13,2,s,18,0
S:1:13:15,S,1,13,15,s,18,0
S:1:13:14,S,1,13,14,s,18,0
S:1:13:13,S,1,13,13,s,18,0
S:1:13:12,S,1,13,12,s,18,0
S:1:13:11,S,1,13,11,s,18,0
S:8:12:15,S,8,12,15,K,18,0
S:8:12:14,S,8,12,14,K,18,0
S:8:12:13,S,8,12,13,K,18,0
S:8:12:12,S,8,12,12,K,18,0
S:8:12:11,S,8,12,11,K,18,0
S:8:12:10,S,8,12,10,K,18,0
S:8:12:9,S,8,12,9,K,18,0
S:8:12:8,S,8,12,8,K,18,0
S:8:12:7,S,8,12,7,K,18,0
S:8:12:6,S,8,12,6,K,18,0
S:8:12:5,S,8,12,5,K,18,0
S:8:12:4,S,8,12,4,K,18,0
S:8:12:3,S,8,12,3,K,18,0
S:2:13:3,S,2,13,3,s,18,0
S:2:13:4,S,2,13,4,s,18,0
S:2:13:5,S,2,13,5,s,18,0
S:2:13:6,S,2,13,6,s,18,0
S:2:13:7,S,2,13,7,s,18,0
S:2:13:8,S,2,13,8,s,18,0
S:2:13:9,S,2,13,9,s,18,0
S:2:13:10,S,2,13,10,s,18,0
S:2:13:11,S,2,13,11,s,18,0
S:2:13:12,S,2,13,12,s,18,0
S:2:13:13,S,2,13,13,s,18,0
S:2:13:14,S,2,13,14,s,18,0
S:2:13:15,S,2,13,15,s,18,0
S:3:13:1,S,3,13,1,s,18,0
S:3:13:2,S,3,13,2,s,18,0
S:3:13:3,S,3,13,3,s,18,0
S:3:13:4,S,3,13,4,s,18,0
S:3:13:5,S,3,13,5,s,18,0
S:3:13:6,S,3,13,6,s,18,0
S:3:13:7,S,3,13,7,s,18,0
S:3:13:8,S,3,13,8,s,18,0
S:3:13:9,S,3,13,9,s,18,0
S:3:13:10,S,3,13,10,s,18,0
S:3:13:11,S,3,13,11,s,18,0
S:3:13:12,S,3,13,12,s,18,0
S:3:13:13,S,3,13,13,s,18,0
S:3:13:14,S,3,13,14,s,18,0
S:3:13:15,S,3,13,15,s,18,0
S:4:13:1,S,4,13,1,s,18,0
S:4:13:2,S,4,13,2,s,18,0
S:4:13:3,S,4,13,3,s,18,0
S:4:13:4,S,4,13,4,s,18,0
S:4:13:5,S,4,13,5,s,18,0
S:4:13:6,S,4,13,6,s,18,0
S:4:13:7,S,4,13,7,s,18,0
S:4:13:8,S,4,13,8,s,18,0
S:4:13:9,S,4,13,9,s,18,0
S:4:13:10,S,4,13,10,s,18,0
S:4:13:11,S,4,13,11,s,18,0
S:4:13:12,S,4,13,12,s,18,0
S:4:13:13,S,4,13,13,s,18,0
S:4:13:14,S,4,13,14,s,18,0
S:4:13:15,S,4,13,15,s,18,0
S:5:13:1,S,5,13,1,s,18,0
S:5:13:2,S,5,13,2,s,18,0
S:5:13:3,S,5,13,3,s,18,0
S:5:13:4,S,5,13,4,s,18,0
S:5:13:5,S,5,13,5,s,18,0
S:5:13:6,S,5,13,6,s,18,0
S:5:13:7,S,5,13,7,s,18,0
S:5:13:8,S,5,13,8,s,18,0
S:5:13:9,S,5,13,9,s,18,0
S:5:13:10,S,5,13,10,s,18,0
S:5:13:11,S,5,13,11,s,18,0
S:5:13:12,S,5,13,12,s,18,0
S:5:13:13,S,5,13,13,s,18,0
S:5:13:14,S,5,13,14,s,18,0
S:5:13:15,S,5,13,15,s,18,0
S:6:13:1,S,6,13,1,s,18,0
S:6:13:2,S,6,13,2,s,18,0
S:6:13:3,S,6,13,3,s,18,0
S:6:13:4,S,6,13,4,s,18,0
S:6:13:5,S,6,13,5,s,18,0
S:6:13:6,S,6,13,6,s,18,0
S:6:13:7,S,6,13,7,s,18,0
S:6:13:8,S,6,13,8,s,18,0
S:6:13:9,S,6,13,9,s,18,0
S:6:13:10,S,6,13,10,s,18,0
S:6:13:11,S,6,13,11,s,18,0
S:6:13:12,S,6,13,12,s,18,0
S:6:13:13,S,6,13,13,s,18,0
S:6:13:14,S,6,13,14,s,18,0
S:6:13:15,S,6,13,15,s,18,0
S:7:13:1,S,7,13,1,K,18,0
S:7:13:2,S,7,13,2,K,18,0
S:7:13:3,S,7,13,3,K,18,0
S:7:13:4,S,7,13,4,K,18,0
S:7:13:5,S,7,13,5,K,18,0
S:7:13:6,S,7,13,6,K,18,0
S:7:13:7,S,7,13,7,K,18,0
S:7:13:8,S,7,13,8,K,18,0
S:7:13:9,S,7,13,9,K,18,0
S:7:13:10,S,7,13,10,K,18,0
S:7:13:11,S,7,13,11,K,18,0
S:7:13:12,S,7,13,12,K,18,0
S:7:13:13,S,7,13,13,K,18,0
S:7:13:14,S,7,13,14,K,18,0
S:7:13:15,S,7,13,15,K,18,0
S:8:13:1,S,8,13,1,K,18,0
S:8:13:2,S,8,13,2,K,18,0
S:8:13:3,S,8,13,3,K,18,0
S:8:13:4,S,8,13,4,K,18,0
S:8:13:5,S,8,13,5,K,18,0
S:8:13:6,S,8,13,6,K,18,0
S:8:13:7,S,8,13,7,K,18,0
S:8:13:8,S,8,13,8,K,18,0
S:8:13:9,S,8,13,9,K,18,0
S:8:13:10,S,8,13,10,K,18,0
S:8:13:11,S,8,13,11,K,18,0
S:8:13:12,S,8,13,12,K,18,0
S:8:13:13,S,8,13,13,K,18,0
S:8:13:14,S,8,13,14,K,18,0
S:8:13:15,S,8,13,15,K,18,0
S:9:13:1,S,9,13,1,K,18,0
S:9:13:2,S,9,13,2,K,18,0
S:9:13:3,S,9,13,3,K,18,0
S:9:13:4,S,9,13,4,K,18,0
S:9:13:5,S,9,13,5,K,18,0
S:9:13:6,S,9,13,6,K,18,0
S:9:13:7,S,9,13,7,K,18,0
S:9:13:8,S,9,13,8,K,18,0
S:9:13:9,S,9,13,9,K,18,0
S:9:13:10,S,9,13,10,K,18,0
S:9:13:11,S,9,13,11,K,18,0
S:9:13:12,S,9,13,12,K,18,0
S:9:13:13,S,9,13,13,K,18,0
S:9:13:14,S,9,13,14,K,18,0
S:9:13:15,S,9,13,15,K,18,0
S:1:14:1,S,1,14,1,s,18,0
S:1:14:2,S,1,14,2,s,18,0
S:1:14:3,S,1,14,3,s,18,0
S:1:14:4,S,1,14,4,s,18,0
S:1:14:5,S,1,14,5,s,18,0
S:1:14:6,S,1,14,6,s,18,0
S:1:14:7,S,1,14,7,s,18,0
S:1:14:8,S,1,14,8,s,18,0
S:1:14:9,S,1,14,9,s,18,0
S:1:14:10,S,1,14,10,s,18,0
S:1:14:11,S,1,14,11,s,18,0
S:1:14:12,S,1,14,12,s,18,0
S:1:14:13,S,1,14,13,s,18,0
S:1:14:14,S,1,14,14,s,18,0
S:1:14:15,S,1,14,15,s,18,0
S:10:14:1,S,10,14,1,K,18,0
S:10:14:2,S,10,14,2,K,18,0
S:10:14:3,S,10,14,3,K,18,0
S:10:14:4,S,10,14,4,K,18,0
S:10:14:5,S,10,14,5,K,18,0
S:10:14:6,S,10,14,6,K,18,0
S:10:14:7,S,10,14,7,K,18,0
S:10:14:8,S,10,14,8,K,18,0
S:10:14:9,S,10,14,9,K,18,0
S:10:14:10,S,10,14,10,K,18,0
S:10:14:11,S,10,14,11,K,18,0
S:10:14:12,S,10,14,12,K,18,0
S:10:14:13,S,10,14,13,K,18,0
S:10:14:14,S,10,14,14,K,18,0
S:10:14:15,S,10,14,15,K,18,0
S:11:14:1,S,11,14,1,K,18,0
S:11:14:2,S,11,14,2,K,18,0
S:11:14:3,S,11,14,3,K,18,0
S:11:14:4,S,11,14,4,K,18,0
S:11:14:5,S,11,14,5,K,18,0
S:11:14:6,S,11,14,6,K,18,0
S:11:14:7,S,11,14,7,K,18,0
S:11:14:8,S,11,14,8,K,18,0
S:11:14:9,S,11,14,9,K,18,0
S:11:14:10,S,11,14,10,K,18,0
S:11:14:11,S,11,14,11,K,18,0
S:11:14:12,S,11,14,12,K,18,0
S:11:14:13,S,11,14,13,K,18,0
S:11:14:14,S,11,14,14,K,18,0
S:11:14:15,S,11,14,15,K,18,0
S:2:14:1,S,2,14,1,s,18,0
S:2:14:2,S,2,14,2,s,18,0
S:2:14:3,S,2,14,3,s,18,0
S:2:14:4,S,2,14,4,s,18,0
S:2:14:5,S,2,14,5,s,18,0
S:2:14:6,S,2,14,6,s,18,0
S:2:14:7,S,2,14,7,s,18,0
S:2:14:8,S,2,14,8,s,18,0
S:2:14:9,S,2,14,9,s,18,0
S:2:14:10,S,2,14,10,s,18,0
S:2:14:11,S,2,14,11,s,18,0
S:2:14:12,S,2,14,12,s,18,0
S:2:14:13,S,2,14,13,s,18,0
S:2:14:14,S,2,14,14,s,18,0
S:2:14:15,S,2,14,15,s,18,0
S:3:14:1,S,3,14,1,s,18,0
S:3:14:2,S,3,14,2,s,18,0
S:3:14:3,S,3,14,3,s,18,0
S:3:14:4,S,3,14,4,s,18,0
S:3:14:5,S,3,14,5,s,18,0
S:3:14:6,S,3,14,6,s,18,0
S:3:14:7,S,3,14,7,s,18,0
S:3:14:8,S,3,14,8,s,18,0
S:3:14:9,S,3,14,9,s,18,0
S:3:14:10,S,3,14,10,s,18,0
S:3:14:11,S,3,14,11,s,18,0
S:3:14:12,S,3,14,12,s,18,0
S:3:14:13,S,3,14,13,s,18,0
S:3:14:14,S,3,14,14,s,18,0
S:3:14:15,S,3,14,15,s,18,0
S:4:14:1,S,4,14,1,s,18,0
S:4:14:2,S,4,14,2,s,18,0
S:4:14:3,S,4,14,3,s,18,0
S:4:14:4,S,4,14,4,s,18,0
S:4:14:5,S,4,14,5,s,18,0
S:4:14:6,S,4,14,6,s,18,0
S:4:14:7,S,4,14,7,s,18,0
S:4:14:8,S,4,14,8,s,18,0
S:4:14:9,S,4,14,9,s,18,0
S:4:14:10,S,4,14,10,s,18,0
S:4:14:11,S,4,14,11,s,18,0
S:4:14:12,S,4,14,12,s,18,0
S:4:14:13,S,4,14,13,s,18,0
S:4:14:14,S,4,14,14,s,18,0
S:4:14:15,S,4,14,15,s,18,0
S:5:14:1,S,5,14,1,s,18,0
S:5:14:2,S,5,14,2,s,18,0
S:5:14:3,S,5,14,3,s,18,0
S:5:14:4,S,5,14,4,s,18,0
S:5:14:5,S,5,14,5,s,18,0
S:5:14:6,S,5,14,6,s,18,0
S:5:14:7,S,5,14,7,s,18,0
S:5:14:8,S,5,14,8,s,18,0
S:5:14:9,S,5,14,9,s,18,0
S:5:14:10,S,5,14,10,s,18,0
S:5:14:11,S,5,14,11,s,18,0
S:5:14:12,S,5,14,12,s,18,0
S:5:14:13,S,5,14,13,s,18,0
S:5:14:14,S,5,14,14,s,18,0
S:5:14:15,S,5,14,15,s,18,0
S:6:14:1,S,6,14,1,s,18,0
S:6:14:2,S,6,14,2,s,18,0
S:6:14:3,S,6,14,3,s,18,0
S:6:14:4,S,6,14,4,s,18,0
S:6:14:5,S,6,14,5,s,18,0
S:6:14:6,S,6,14,6,s,18,0
S:6:14:7,S,6,14,7,s,18,0
S:6:14:8,S,6,14,8,s,18,0
S:6:14:9,S,6,14,9,s,18,0
S:6:14:10,S,6,14,10,s,18,0
S:6:14:11,S,6,14,11,s,18,0
S:6:14:12,S,6,14,12,s,18,0
S:6:14:13,S,6,14,13,s,18,0
S:6:14:14,S,6,14,14,s,18,0
S:6:14:15,S,6,14,15,s,18,0
S:7:14:1,S,7,14,1,K,18,0
S:7:14:2,S,7,14,2,K,18,0
S:7:14:3,S,7,14,3,K,18,0
S:7:14:4,S,7,14,4,K,18,0
S:7:14:5,S,7,14,5,K,18,0
S:7:14:6,S,7,14,6,K,18,0
S:7:14:7,S,7,14,7,K,18,0
S:7:14:8,S,7,14,8,K,18,0
S:7:14:9,S,7,14,9,K,18,0
S:7:14:10,S,7,14,10,K,18,0
S:7:14:11,S,7,14,11,K,18,0
S:7:14:12,S,7,14,12,K,18,0
S:7:14:13,S,7,14,13,K,18,0
S:7:14:14,S,7,14,14,K,18,0
S:7:14:15,S,7,14,15,K,18,0
S:8:14:1,S,8,14,1,K,18,0
S:8:14:2,S,8,14,2,K,18,0
S:8:14:3,S,8,14,3,K,18,0
S:8:14:4,S,8,14,4,K,18,0
S:8:14:5,S,8,14,5,K,18,0
S:8:14:6,S,8,14,6,K,18,0
S:8:14:7,S,8,14,7,K,18,0
S:8:14:8,S,8,14,8,K,18,0
S:8:14:9,S,8,14,9,K,18,0
S:8:14:10,S,8,14,10,K,18,0
S:8:14:11,S,8,14,11,K,18,0
S:8:14:12,S,8,14,12,K,18,0
S:8:14:13,S,8,14,13,K,18,0
S:8:14:14,S,8,14,14,K,18,0
S:8:14:15,S,8,14,15,K,18,0
S:9:14:1,S,9,14,1,K,18,0
S:9:14:2,S,9,14,2,K,18,0
S:9:14:3,S,9,14,3,K,18,0
S:1:15:1,S,1,15,1,s,18,0
S:1:15:2,S,1,15,2,s,18,0
S:1:15:3,S,1,15,3,s,18,0
S:1:15:4,S,1,15,4,s,18,0
S:1:15:5,S,1,15,5,s,18,0
S:1:15:6,S,1,15,6,s,18,0
S:1:15:7,S,1,15,7,s,18,0
S:1:15:8,S,1,15,8,s,18,0
S:1:15:9,S,1,15,9,s,18,0
S:1:15:10,S,1,15,10,s,18,0
S:1:15:11,S,1,15,11,s,18,0
S:1:15:12,S,1,15,12,s,18,0
S:1:15:13,S,1,15,13,s,18,0
S:1:15:14,S,1,15,14,s,18,0
S:1:15:15,S,1,15,15,s,18,0
S:10:15:1,S,10,15,1,K,18,0
S:10:15:2,S,10,15,2,K,18,0
S:10:15:3,S,10,15,3,K,18,0
S:10:15:4,S,10,15,4,K,18,0
S:10:15:5,S,10,15,5,K,18,0
S:10:15:6,S,10,15,6,K,18,0
S:10:15:7,S,10,15,7,K,18,0
S:10:15:8,S,10,15,8,K,18,0
S:10:15:9,S,10,15,9,K,18,0
S:10:15:10,S,10,15,10,K,18,0
S:10:15:11,S,10,15,11,K,18,0
S:10:15:12,S,10,15,12,K,18,0
S:10:15:13,S,10,15,13,K,18,0
S:10:15:14,S,10,15,14,K,18,0
S:10:15:15,S,10,15,15,K,18,0
S:2:15:1,S,2,15,1,s,18,0
S:2:15:2,S,2,15,2,s,18,0
S:2:15:3,S,2,15,3,s,18,0
S:2:15:4,S,2,15,4,s,18,0
S:2:15:5,S,2,15,5,s,18,0
S:2:15:6,S,2,15,6,s,18,0
S:2:15:7,S,2,15,7,s,18,0
S:2:15:8,S,2,15,8,s,18,0
S:2:15:9,S,2,15,9,s,18,0
S:2:15:10,S,2,15,10,s,18,0
S:2:15:11,S,2,15,11,s,18,0
S:2:15:12,S,2,15,12,s,18,0
S:2:15:13,S,2,15,13,s,18,0
S:2:15:14,S,2,15,14,s,18,0
S:2:15:15,S,2,15,15,s,18,0
S:3:15:1,S,3,15,1,s,18,0
S:3:15:2,S,3,15,2,s,18,0
S:3:15:3,S,3,15,3,s,18,0
S:3:15:4,S,3,15,4,s,18,0
S:3:15:5,S,3,15,5,s,18,0
S:3:15:6,S,3,15,6,s,18,0
S:3:15:7,S,3,15,7,s,18,0
S:3:15:8,S,3,15,8,s,18,0
S:3:15:9,S,3,15,9,s,18,0
S:3:15:10,S,3,15,10,s,18,0
S:3:15:11,S,3,15,11,s,18,0
S:3:15:12,S,3,15,12,s,18,0
S:3:15:13,S,3,15,13,s,18,0
S:3:15:14,S,3,15,14,s,18,0
S:3:15:15,S,3,15,15,s,18,0
S:4:15:1,S,4,15,1,s,18,0
S:4:15:2,S,4,15,2,s,18,0
S:11:15:15,S,11,15,15,K,18,0
S:11:15:14,S,11,15,14,K,18,0
S:11:15:13,S,11,15,13,K,18,0
S:11:15:12,S,11,15,12,K,18,0
S:11:15:11,S,11,15,11,K,18,0
S:11:15:10,S,11,15,10,K,18,0
S:11:15:9,S,11,15,9,K,18,0
S:11:15:8,S,11,15,8,K,18,0
S:11:15:7,S,11,15,7,K,18,0
S:11:15:6,S,11,15,6,K,18,0
S:11:15:5,S,11,15,5,K,18,0
S:11:15:4,S,11,15,4,K,18,0
S:11:15:3,S,11,15,3,K,18,0
S:11:15:2,S,11,15,2,K,18,0
S:11:15:1,S,11,15,1,K,18,0
S:9:14:15,S,9,14,15,K,18,0
S:9:14:14,S,9,14,14,K,18,0
S:9:14:13,S,9,14,13,K,18,0
S:9:14:12,S,9,14,12,K,18,0
S:9:14:11,S,9,14,11,K,18,0
S:9:14:10,S,9,14,10,K,18,0
S:9:14:9,S,9,14,9,K,18,0
S:9:14:8,S,9,14,8,K,18,0
S:9:14:7,S,9,14,7,K,18,0
S:9:14:6,S,9,14,6,K,18,0
S:9:14:5,S,9,14,5,K,18,0
S:9:14:4,S,9,14,4,K,18,0
S:4:15:3,S,4,15,3,s,18,0
S:4:15:4,S,4,15,4,s,18,0
S:4:15:5,S,4,15,5,s,18,0
S:4:15:6,S,4,15,6,s,18,0
S:4:15:7,S,4,15,7,s,18,0
S:4:15:8,S,4,15,8,s,18,0
S:4:15:9,S,4,15,9,s,18,0
S:4:15:10,S,4,15,10,s,18,0
S:4:15:11,S,4,15,11,s,18,0
S:4:15:12,S,4,15,12,s,18,0
S:4:15:13,S,4,15,13,s,18,0
S:4:15:14,S,4,15,14,s,18,0
S:4:15:15,S,4,15,15,s,18,0
S:5:15:1,S,5,15,1,s,18,0
S:5:15:2,S,5,15,2,s,18,0
S:5:15:3,S,5,15,3,s,18,0
S:5:15:4,S,5,15,4,s,18,0
S:5:15:5,S,5,15,5,s,18,0
S:5:15:6,S,5,15,6,s,18,0
S:5:15:7,S,5,15,7,s,18,0
S:5:15:8,S,5,15,8,s,18,0
S:5:15:9,S,5,15,9,s,18,0
S:5:15:10,S,5,15,10,s,18,0
S:5:15:11,S,5,15,11,s,18,0
S:5:15:12,S,5,15,12,s,18,0
S:5:15:13,S,5,15,13,s,18,0
S:5:15:14,S,5,15,14,s,18,0
S:5:15:15,S,5,15,15,s,18,0
S:6:15:1,S,6,15,1,s,18,0
S:6:15:2,S,6,15,2,s,18,0
S:6:15:3,S,6,15,3,s,18,0
S:6:15:4,S,6,15,4,s,18,0
S:6:15:5,S,6,15,5,s,18,0
S:6:15:6,S,6,15,6,s,18,0
S:6:15:7,S,6,15,7,s,18,0
S:6:15:8,S,6,15,8,s,18,0
S:6:15:9,S,6,15,9,s,18,0
S:6:15:10,S,6,15,10,s,18,0
S:6:15:11,S,6,15,11,s,18,0
S:6:15:12,S,6,15,12,s,18,0
S:6:15:13,S,6,15,13,s,18,0
S:6:15:14,S,6,15,14,s,18,0
S:6:15:15,S,6,15,15,s,18,0
S:7:15:1,S,7,15,1,K,18,0
S:7:15:2,S,7,15,2,K,18,0
S:7:15:3,S,7,15,3,K,18,0
S:7:15:4,S,7,15,4,K,18,0
S:7:15:5,S,7,15,5,K,18,0
S:7:15:6,S,7,15,6,K,18,0
S:7:15:7,S,7,15,7,K,18,0
S:7:15:8,S,7,15,8,K,18,0
S:7:15:9,S,7,15,9,K,18,0
S:7:15:10,S,7,15,10,K,18,0
S:7:15:11,S,7,15,11,K,18,0
S:7:15:12,S,7,15,12,K,18,0
S:7:15:13,S,7,15,13,K,18,0
S:7:15:14,S,7,15,14,K,18,0
S:7:15:15,S,7,15,15,K,18,0
S:8:15:1,S,8,15,1,K,18,0
S:8:15:2,S,8,15,2,K,18,0
S:8:15:3,S,8,15,3,K,18,0
S:8:15:4,S,8,15,4,K,18,0
S:8:15:5,S,8,15,5,K,18,0
S:8:15:6,S,8,15,6,K,18,0
S:8:15:7,S,8,15,7,K,18,0
S:8:15:8,S,8,15,8,K,18,0
S:8:15:9,S,8,15,9,K,18,0
S:8:15:10,S,8,15,10,K,18,0
S:8:15:11,S,8,15,11,K,18,0
S:8:15:12,S,8,15,12,K,18,0
S:8:15:13,S,8,15,13,K,18,0
S:8:15:14,S,8,15,14,K,18,0
S:8:15:15,S,8,15,15,K,18,0
S:9:15:1,S,9,15,1,K,18,0
S:9:15:2,S,9,15,2,K,18,0
S:9:15:3,S,9,15,3,K,18,0
S:9:15:4,S,9,15,4,K,18,0
S:9:15:5,S,9,15,5,K,18,0
S:9:15:6,S,9,15,6,K,18,0
S:9:15:7,S,9,15,7,K,18,0
S:9:15:8,S,9,15,8,K,18,0
S:9:15:9,S,9,15,9,K,18,0
S:9:15:10,S,9,15,10,K,18,0
S:9:15:11,S,9,15,11,K,18,0
S:9:15:12,S,9,15,12,K,18,0
S:9:15:13,S,9,15,13,K,18,0
S:9:15:14,S,9,15,14,K,18,0
S:9:15:15,S,9,15,15,K,18,0
S:1:2:1,S,1,2,1,s,18,0
S:1:2:2,S,1,2,2,s,18,0
S:1:2:3,S,1,2,3,s,18,0
S:1:2:4,S,1,2,4,s,18,0
S:1:2:5,S,1,2,5,s,18,0
S:1:2:6,S,1,2,6,s,18,0
S:1:2:7,S,1,2,7,s,18,0
S:1:2:8,S,1,2,8,s,18,0
S:1:2:9,S,1,2,9,s,18,0
S:1:2:10,S,1,2,10,s,18,0
S:1:2:11,S,1,2,11,s,18,0
S:1:2:12,S,1,2,12,s,18,0
S:1:2:13,S,1,2,13,s,18,0
S:1:2:14,S,1,2,14,s,18,0
S:1:2:15,S,1,2,15,s,18,0
S:10:2:1,S,10,2,1,K,18,0
S:10:2:2,S,10,2,2,K,18,0
S:10:2:3,S,10,2,3,K,18,0
S:10:2:4,S,10,2,4,K,18,0
S:10:2:5,S,10,2,5,K,18,0
S:10:2:6,S,10,2,6,K,18,0
S:10:2:7,S,10,2,7,K,18,0
S:10:2:8,S,10,2,8,K,18,0
S:10:2:9,S,10,2,9,K,18,0
S:10:2:10,S,10,2,10,K,18,0
S:10:2:11,S,10,2,11,K,18,0
S:10:2:12,S,10,2,12,K,18,0
S:10:2:13,S,10,2,13,K,18,0
S:10:2:14,S,10,2,14,K,18,0
S:10:2:15,S,10,2,15,K,18,0
S:11:2:1,S,11,2,1,K,18,0
S:11:2:2,S,11,2,2,K,18,0
S:11:2:3,S,11,2,3,K,18,0
S:11:2:4,S,11,2,4,K,18,0
S:11:2:5,S,11,2,5,K,18,0
S:11:2:6,S,11,2,6,K,18,0
S:11:2:7,S,11,2,7,K,18,0
S:11:2:8,S,11,2,8,K,18,0
S:11:2:9,S,11,2,9,K,18,0
S:11:2:10,S,11,2,10,K,18,0
S:11:2:11,S,11,2,11,K,18,0
S:11:2:12,S,11,2,12,K,18,0
S:11:2:13,S,11,2,13,K,18,0
S:11:2:14,S,11,2,14,K,18,0
S:11:2:15,S,11,2,15,K,18,0
S:2:2:1,S,2,2,1,s,18,0
S:2:2:2,S,2,2,2,s,18,0
S:2:2:3,S,2,2,3,s,18,0
S:2:2:4,S,2,2,4,s,18,0
S:2:2:5,S,2,2,5,s,18,0
S:2:2:6,S,2,2,6,s,18,0
S:2:2:7,S,2,2,7,s,18,0
S:2:2:8,S,2,2,8,s,18,0
S:2:2:9,S,2,2,9,s,18,0
S:2:2:10,S,2,2,10,s,18,0
S:2:2:11,S,2,2,11,s,18,0
S:2:2:12,S,2,2,12,s,18,0
S:2:2:13,S,2,2,13,s,18,0
S:2:2:14,S,2,2,14,s,18,0
S:2:2:15,S,2,2,15,s,18,0
S:3:2:1,S,3,2,1,s,18,0
S:3:2:2,S,3,2,2,s,18,0
S:3:2:3,S,3,2,3,s,18,0
S:3:2:4,S,3,2,4,s,18,0
S:3:2:5,S,3,2,5,s,18,0
S:3:2:6,S,3,2,6,s,18,0
S:3:2:7,S,3,2,7,s,18,0
S:3:2:8,S,3,2,8,s,18,0
S:3:2:9,S,3,2,9,s,18,0
S:3:2:10,S,3,2,10,s,18,0
S:3:2:11,S,3,2,11,s,18,0
S:3:2:12,S,3,2,12,s,18,0
S:3:2:13,S,3,2,13,s,18,0
S:3:2:14,S,3,2,14,s,18,0
S:3:2:15,S,3,2,15,s,18,0
S:4:2:1,S,4,2,1,s,18,0
S:4:2:2,S,4,2,2,s,18,0
S:4:2:3,S,4,2,3,s,18,0
S:4:2:4,S,4,2,4,s,18,0
S:4:2:5,S,4,2,5,s,18,0
S:4:2:6,S,4,2,6,s,18,0
S:4:2:7,S,4,2,7,s,18,0
S:4:2:8,S,4,2,8,s,18,0
S:4:2:9,S,4,2,9,s,18,0
S:4:2:10,S,4,2,10,s,18,0
S:4:2:11,S,4,2,11,s,18,0
S:4:2:12,S,4,2,12,s,18,0
S:4:2:13,S,4,2,13,s,18,0
S:4:2:14,S,4,2,14,s,18,0
S:4:2:15,S,4,2,15,s,18,0
S:5:2:1,S,5,2,1,s,18,0
S:5:2:2,S,5,2,2,s,18,0
S:5:2:3,S,5,2,3,s,18,0
S:5:2:4,S,5,2,4,s,18,0
S:5:2:5,S,5,2,5,s,18,0
S:5:2:6,S,5,2,6,s,18,0
S:5:2:7,S,5,2,7,s,18,0
S:5:2:8,S,5,2,8,s,18,0
S:5:2:9,S,5,2,9,s,18,0
S:5:2:10,S,5,2,10,s,18,0
S:5:2:11,S,5,2,11,s,18,0
S:5:2:12,S,5,2,12,s,18,0
S:5:2:13,S,5,2,13,s,18,0
S:5:2:14,S,5,2,14,s,18,0
S:5:2:15,S,5,2,15,s,18,0
S:6:2:1,S,6,2,1,s,18,0
S:6:2:2,S,6,2,2,s,18,0
S:6:2:3,S,6,2,3,s,18,0
S:6:2:4,S,6,2,4,s,18,0
S:6:2:5,S,6,2,5,s,18,0
S:6:2:6,S,6,2,6,s,18,0
S:6:2:7,S,6,2,7,s,18,0
