LS,Price Level,Level,Section,Row,Seat,X,Y
1:106:GG:10,6,1,106,GG,10,1407.5,480
1:106:GG:11,6,1,106,GG,11,1400,480
1:106:GG:12,6,1,106,GG,12,1392.5,480
1:106:GG:13,6,1,106,GG,13,1385,480
1:106:GG:14,6,1,106,GG,14,1377.5,480
1:106:GG:15,6,1,106,GG,15,1370,480
1:106:GG:16,6,1,106,GG,16,1362.5,480
1:106:GG:17,6,1,106,GG,17,1355,480
1:106:HH:1,6,1,106,HH,1,1475,470
1:106:HH:2,6,1,106,HH,2,1467.5,470
1:106:HH:3,6,1,106,HH,3,1460,470
1:106:HH:4,6,1,106,HH,4,1452.5,470
1:106:HH:5,6,1,106,HH,5,1445,470
1:106:HH:6,6,1,106,HH,6,1437.5,470
1:106:HH:7,6,1,106,HH,7,1430,470
1:106:HH:8,6,1,106,HH,8,1422.5,470
1:106:HH:9,6,1,106,HH,9,1415,470
1:106:HH:10,6,1,106,HH,10,1407.5,470
1:106:HH:11,6,1,106,HH,11,1400,470
1:106:HH:12,6,1,106,HH,12,1392.5,470
1:106:HH:13,6,1,106,HH,13,1385,470
1:106:HH:14,6,1,106,HH,14,1377.5,470
1:106:HH:15,6,1,106,HH,15,1370,470
1:106:HH:16,6,1,106,HH,16,1362.5,470
1:106:HH:17,6,1,106,HH,17,1355,470
1:106:JJ:1,6,1,106,JJ,1,1475,460
1:106:JJ:2,6,1,106,JJ,2,1467.5,460
1:106:JJ:3,6,1,106,JJ,3,1460,460
1:106:JJ:4,6,1,106,JJ,4,1452.5,460
1:106:JJ:5,6,1,106,JJ,5,1445,460
1:106:JJ:6,6,1,106,JJ,6,1437.5,460
1:106:JJ:7,6,1,106,JJ,7,1430,460
1:106:JJ:8,6,1,106,JJ,8,1422.5,460
1:106:JJ:9,6,1,106,JJ,9,1415,460
1:106:JJ:10,6,1,106,JJ,10,1407.5,460
1:106:JJ:11,6,1,106,JJ,11,1400,460
1:106:JJ:12,6,1,106,JJ,12,1392.5,460
1:106:JJ:13,6,1,106,JJ,13,1385,460
1:106:JJ:14,6,1,106,JJ,14,1377.5,460
1:106:JJ:15,6,1,106,JJ,15,1370,460
1:106:JJ:16,6,1,106,JJ,16,1362.5,460
1:106:JJ:17,6,1,106,JJ,17,1355,460
1:106:KK:1,6,1,106,KK,1,1460,450
1:106:KK:2,6,1,106,KK,2,1452.5,450
1:106:KK:3,6,1,106,KK,3,1445,450
1:106:KK:4,6,1,106,KK,4,1437.5,450
1:106:KK:5,6,1,106,KK,5,1430,450
1:106:KK:6,6,1,106,KK,6,1422.5,450
1:106:KK:7,6,1,106,KK,7,1415,450
1:106:KK:8,6,1,106,KK,8,1407.5,450
1:106:KK:9,6,1,106,KK,9,1400,450
1:106:KK:10,6,1,106,KK,10,1392.5,450
1:106:KK:11,6,1,106,KK,11,1385,450
1:106:KK:12,6,1,106,KK,12,1377.5,450
1:106:KK:13,6,1,106,KK,13,1370,450
1:106:KK:14,6,1,106,KK,14,1362.5,450
1:106:KK:15,6,1,106,KK,15,1355,450
1:106:LL:1,6,1,106,LL,1,1467.5,440
1:106:LL:2,6,1,106,LL,2,1460,440
1:106:LL:3,6,1,106,LL,3,1452.5,440
1:106:LL:4,6,1,106,LL,4,1445,440
1:106:LL:5,6,1,106,LL,5,1437.5,440
1:106:LL:6,6,1,106,LL,6,1430,440
1:106:LL:7,6,1,106,LL,7,1422.5,440
1:106:LL:8,6,1,106,LL,8,1415,440
1:106:LL:9,6,1,106,LL,9,1407.5,440
1:106:LL:10,6,1,106,LL,10,1400,440
1:106:LL:11,6,1,106,LL,11,1392.5,440
1:106:LL:12,6,1,106,LL,12,1385,440
1:106:LL:13,6,1,106,LL,13,1377.5,440
1:106:LL:14,6,1,106,LL,14,1370,440
1:106:LL:15,6,1,106,LL,15,1362.5,440
1:106:LL:16,6,1,106,LL,16,1355,440
1:106:WHL:1,7,1,106,WHL,1,1437.5,370
1:106:WHL:2,7,1,106,WHL,2,1430,370
1:106:WHL:3,7,1,106,WHL,3,1422.5,370
1:106:WHL:4,7,1,106,WHL,4,1415,370
1:106:WHL:5,7,1,106,WHL,5,1407.5,370
1:106:WHL:6,7,1,106,WHL,6,1400,370
1:106:WHL:7,7,1,106,WHL,7,1392.5,370
1:106:WHL:8,7,1,106,WHL,8,1385,370
1:106:WHL:9,7,1,106,WHL,9,1377.5,370
1:106:WHL:10,7,1,106,WHL,10,1370,370
1:106:WHL:11,7,1,106,WHL,11,1362.5,370
1:106:WHL:12,7,1,106,WHL,12,1355,370
1:107:A:1,5,1,107,A,1,1325,420
1:107:A:2,5,1,107,A,2,1317.5,420
1:107:A:3,5,1,107,A,3,1310,420
1:107:A:4,5,1,107,A,4,1302.5,420
1:107:A:5,5,1,107,A,5,1295,420
1:107:A:6,5,1,107,A,6,1287.5,420
1:107:A:7,5,1,107,A,7,1280,420
1:107:A:8,5,1,107,A,8,1272.5,420
1:107:A:9,5,1,107,A,9,1265,420
1:107:A:10,5,1,107,A,10,1257.5,420
1:107:A:11,5,1,107,A,11,1250,420
1:107:A:12,5,1,107,A,12,1242.5,420
1:107:A:13,5,1,107,A,13,1235,420
1:107:A:14,5,1,107,A,14,1227.5,420
1:107:A:15,5,1,107,A,15,1220,420
1:107:B:1,5,1,107,B,1,1325,410
1:107:B:2,5,1,107,B,2,1317.5,410
1:107:B:3,5,1,107,B,3,1310,410
1:107:B:4,5,1,107,B,4,1302.5,410
1:107:B:5,5,1,107,B,5,1295,410
1:107:B:6,5,1,107,B,6,1287.5,410
1:107:B:7,5,1,107,B,7,1280,410
1:107:B:8,5,1,107,B,8,1272.5,410
1:107:B:9,5,1,107,B,9,1265,410
1:107:B:10,5,1,107,B,10,1257.5,410
1:107:B:11,5,1,107,B,11,1250,410
1:107:B:12,5,1,107,B,12,1242.5,410
1:107:B:13,5,1,107,B,13,1235,410
1:107:B:14,5,1,107,B,14,1227.5,410
1:107:B:15,5,1,107,B,15,1220,410
1:107:BB:1,4,1,107,BB,1,1325,530
1:107:BB:2,4,1,107,BB,2,1317.5,530
1:107:BB:3,4,1,107,BB,3,1310,530
1:107:BB:4,4,1,107,BB,4,1302.5,530
1:107:BB:5,4,1,107,BB,5,1295,530
1:107:BB:6,4,1,107,BB,6,1287.5,530
1:107:BB:7,4,1,107,BB,7,1280,530
1:107:BB:8,4,1,107,BB,8,1272.5,530
1:107:BB:9,4,1,107,BB,9,1265,530
1:107:BB:10,4,1,107,BB,10,1257.5,530
1:107:BB:11,4,1,107,BB,11,1250,530
1:107:BB:12,4,1,107,BB,12,1242.5,530
1:107:BB:13,4,1,107,BB,13,1235,530
1:107:BB:14,4,1,107,BB,14,1227.5,530
1:107:BB:15,4,1,107,BB,15,1220,530
1:107:BB:16,4,1,107,BB,16,1212.5,530
1:107:C:1,5,1,107,C,1,1325,400
1:107:C:2,5,1,107,C,2,1317.5,400
1:107:C:3,5,1,107,C,3,1310,400
1:107:C:4,5,1,107,C,4,1302.5,400
1:107:C:5,5,1,107,C,5,1295,400
1:107:C:6,5,1,107,C,6,1287.5,400
1:107:C:7,5,1,107,C,7,1280,400
1:107:C:8,5,1,107,C,8,1272.5,400
1:107:C:9,5,1,107,C,9,1265,400
1:107:C:10,5,1,107,C,10,1257.5,400
1:107:C:11,5,1,107,C,11,1250,400
1:107:C:12,5,1,107,C,12,1242.5,400
1:107:C:13,5,1,107,C,13,1235,400
1:107:C:14,5,1,107,C,14,1227.5,400
1:107:C:15,5,1,107,C,15,1220,400
1:107:CC:1,4,1,107,CC,1,1325,520
1:107:CC:2,4,1,107,CC,2,1317.5,520
1:107:CC:3,4,1,107,CC,3,1310,520
1:107:CC:4,4,1,107,CC,4,1302.5,520
1:107:CC:5,4,1,107,CC,5,1295,520
1:107:CC:6,4,1,107,CC,6,1287.5,520
1:107:CC:7,4,1,107,CC,7,1280,520
1:107:CC:8,4,1,107,CC,8,1272.5,520
1:107:CC:9,4,1,107,CC,9,1265,520
1:107:CC:10,4,1,107,CC,10,1257.5,520
1:107:CC:11,4,1,107,CC,11,1250,520
1:107:CC:12,4,1,107,CC,12,1242.5,520
1:107:CC:13,4,1,107,CC,13,1235,520
1:107:CC:14,4,1,107,CC,14,1227.5,520
1:107:CC:15,4,1,107,CC,15,1220,520
1:107:CC:16,4,1,107,CC,16,1212.5,520
1:107:D:1,5,1,107,D,1,1325,390
1:107:D:2,5,1,107,D,2,1317.5,390
1:107:D:3,5,1,107,D,3,1310,390
1:107:D:4,5,1,107,D,4,1302.5,390
1:107:D:5,5,1,107,D,5,1295,390
1:107:D:6,5,1,107,D,6,1287.5,390
1:107:D:7,5,1,107,D,7,1280,390
1:107:D:8,5,1,107,D,8,1272.5,390
1:107:D:9,5,1,107,D,9,1265,390
1:107:D:10,5,1,107,D,10,1257.5,390
1:107:D:11,5,1,107,D,11,1250,390
1:107:D:12,5,1,107,D,12,1242.5,390
1:107:D:13,5,1,107,D,13,1235,390
1:107:D:14,5,1,107,D,14,1227.5,390
1:107:D:15,5,1,107,D,15,1220,390
1:107:DD:1,4,1,107,DD,1,1325,510
1:107:DD:2,4,1,107,DD,2,1317.5,510
1:107:DD:3,4,1,107,DD,3,1310,510
1:107:DD:4,4,1,107,DD,4,1302.5,510
1:107:DD:5,4,1,107,DD,5,1295,510
1:107:DD:6,4,1,107,DD,6,1287.5,510
1:107:DD:7,4,1,107,DD,7,1280,510
1:107:DD:8,4,1,107,DD,8,1272.5,510
1:107:DD:9,4,1,107,DD,9,1265,510
1:107:DD:10,4,1,107,DD,10,1257.5,510
1:107:DD:11,4,1,107,DD,11,1250,510
1:107:DD:12,4,1,107,DD,12,1242.5,510
1:107:DD:13,4,1,107,DD,13,1235,510
1:107:DD:14,4,1,107,DD,14,1227.5,510
1:107:E:1,5,1,107,E,1,1325,380
1:107:E:2,5,1,107,E,2,1317.5,380
1:107:E:3,5,1,107,E,3,1310,380
1:107:E:4,5,1,107,E,4,1302.5,380
1:107:E:5,5,1,107,E,5,1295,380
1:107:E:6,5,1,107,E,6,1287.5,380
1:107:E:7,5,1,107,E,7,1280,380
1:107:E:8,5,1,107,E,8,1272.5,380
1:107:E:9,5,1,107,E,9,1265,380
1:107:E:10,5,1,107,E,10,1257.5,380
1:107:E:11,5,1,107,E,11,1250,380
1:107:E:12,5,1,107,E,12,1242.5,380
1:107:E:13,5,1,107,E,13,1235,380
1:107:E:14,5,1,107,E,14,1227.5,380
1:107:E:15,5,1,107,E,15,1220,380
1:107:EE:1,4,1,107,EE,1,1325,500
1:107:EE:2,4,1,107,EE,2,1317.5,500
1:107:EE:3,4,1,107,EE,3,1310,500
1:107:EE:4,4,1,107,EE,4,1302.5,500
1:107:EE:5,4,1,107,EE,5,1295,500
1:107:EE:6,4,1,107,EE,6,1287.5,500
1:107:EE:7,4,1,107,EE,7,1280,500
1:107:EE:8,4,1,107,EE,8,1272.5,500
1:107:EE:9,4,1,107,EE,9,1265,500
1:107:EE:10,4,1,107,EE,10,1257.5,500
1:107:EE:11,4,1,107,EE,11,1250,500
1:107:EE:12,4,1,107,EE,12,1242.5,500
1:107:EE:13,4,1,107,EE,13,1235,500
1:107:EE:14,4,1,107,EE,14,1227.5,500
1:107:F:1,5,1,107,F,1,1325,370
1:107:F:2,5,1,107,F,2,1317.5,370
1:107:F:3,5,1,107,F,3,1310,370
1:107:F:4,5,1,107,F,4,1302.5,370
1:107:F:5,5,1,107,F,5,1295,370
1:107:F:6,5,1,107,F,6,1287.5,370
1:107:F:7,5,1,107,F,7,1280,370
1:107:F:8,5,1,107,F,8,1272.5,370
1:107:F:9,5,1,107,F,9,1265,370
1:107:F:10,5,1,107,F,10,1257.5,370
1:107:F:11,5,1,107,F,11,1250,370
1:107:F:12,5,1,107,F,12,1242.5,370
1:107:F:13,5,1,107,F,13,1235,370
1:107:F:14,5,1,107,F,14,1227.5,370
1:107:F:15,5,1,107,F,15,1220,370
1:107:FF:1,4,1,107,FF,1,1325,490
1:107:FF:2,4,1,107,FF,2,1317.5,490
1:107:FF:3,4,1,107,FF,3,1310,490
1:107:FF:4,4,1,107,FF,4,1302.5,490
1:107:FF:5,4,1,107,FF,5,1295,490
1:107:FF:6,4,1,107,FF,6,1287.5,490
1:107:FF:7,4,1,107,FF,7,1280,490
1:107:FF:8,4,1,107,FF,8,1272.5,490
1:107:FF:9,4,1,107,FF,9,1265,490
1:107:FF:10,4,1,107,FF,10,1257.5,490
1:107:FF:11,4,1,107,FF,11,1250,490
1:107:FF:12,4,1,107,FF,12,1242.5,490
1:107:FF:13,4,1,107,FF,13,1235,490
1:107:FF:14,4,1,107,FF,14,1227.5,490
1:107:G:1,5,1,107,G,1,1325,360
1:107:G:2,5,1,107,G,2,1317.5,360
1:107:G:3,5,1,107,G,3,1310,360
1:107:G:4,5,1,107,G,4,1302.5,360
1:107:G:5,5,1,107,G,5,1295,360
1:107:G:6,5,1,107,G,6,1287.5,360
1:107:G:7,5,1,107,G,7,1280,360
1:107:G:8,5,1,107,G,8,1272.5,360
1:107:G:9,5,1,107,G,9,1265,360
1:107:G:10,5,1,107,G,10,1257.5,360
1:107:G:11,5,1,107,G,11,1250,360
1:107:G:12,5,1,107,G,12,1242.5,360
1:107:G:13,5,1,107,G,13,1235,360
1:107:G:14,5,1,107,G,14,1227.5,360
1:107:G:15,5,1,107,G,15,1220,360
1:107:GG:1,4,1,107,GG,1,1325,480
1:107:GG:2,4,1,107,GG,2,1317.5,480
1:107:GG:3,4,1,107,GG,3,1310,480
1:107:GG:4,4,1,107,GG,4,1302.5,480
1:107:GG:5,4,1,107,GG,5,1295,480
1:107:GG:6,4,1,107,GG,6,1287.5,480
1:107:GG:7,4,1,107,GG,7,1280,480
1:107:GG:8,4,1,107,GG,8,1272.5,480
1:107:GG:9,4,1,107,GG,9,1265,480
1:107:GG:10,4,1,107,GG,10,1257.5,480
1:107:GG:11,4,1,107,GG,11,1250,480
1:107:GG:12,4,1,107,GG,12,1242.5,480
1:107:GG:13,4,1,107,GG,13,1235,480
1:107:GG:14,4,1,107,GG,14,1227.5,480
1:107:H:1,5,1,107,H,1,1325,350
1:107:H:2,5,1,107,H,2,1317.5,350
1:107:H:3,5,1,107,H,3,1310,350
1:107:H:4,5,1,107,H,4,1302.5,350
1:107:H:5,5,1,107,H,5,1295,350
1:107:H:6,5,1,107,H,6,1287.5,350
1:107:H:7,5,1,107,H,7,1280,350
1:107:H:8,5,1,107,H,8,1272.5,350
1:107:H:9,5,1,107,H,9,1265,350
1:107:H:10,5,1,107,H,10,1257.5,350
1:107:H:11,5,1,107,H,11,1250,350
1:107:H:12,5,1,107,H,12,1242.5,350
1:107:H:13,5,1,107,H,13,1235,350
1:107:H:14,5,1,107,H,14,1227.5,350
1:107:H:15,5,1,107,H,15,1220,350
1:107:HH:1,4,1,107,HH,1,1325,470
1:107:HH:2,4,1,107,HH,2,1317.5,470
1:107:HH:3,4,1,107,HH,3,1310,470
1:107:HH:4,4,1,107,HH,4,1302.5,470
1:107:HH:5,4,1,107,HH,5,1295,470
1:107:HH:6,4,1,107,HH,6,1287.5,470
1:107:HH:7,4,1,107,HH,7,1280,470
1:107:HH:8,4,1,107,HH,8,1272.5,470
1:107:HH:9,4,1,107,HH,9,1265,470
1:107:HH:10,4,1,107,HH,10,1257.5,470
1:107:HH:11,4,1,107,HH,11,1250,470
1:107:HH:12,4,1,107,HH,12,1242.5,470
1:107:HH:13,4,1,107,HH,13,1235,470
1:107:HH:14,4,1,107,HH,14,1227.5,470
1:107:J:1,5,1,107,J,1,1325,340
1:107:J:2,5,1,107,J,2,1317.5,340
1:107:J:3,5,1,107,J,3,1310,340
1:107:J:4,5,1,107,J,4,1302.5,340
1:107:J:5,5,1,107,J,5,1295,340
1:107:J:6,5,1,107,J,6,1287.5,340
1:107:J:7,5,1,107,J,7,1280,340
1:107:J:8,5,1,107,J,8,1272.5,340
1:107:J:9,5,1,107,J,9,1265,340
1:107:J:10,5,1,107,J,10,1257.5,340
1:107:J:11,5,1,107,J,11,1250,340
1:107:J:12,5,1,107,J,12,1242.5,340
1:107:J:13,5,1,107,J,13,1235,340
1:107:J:14,5,1,107,J,14,1227.5,340
1:107:JJ:1,4,1,107,JJ,1,1325,460
1:107:JJ:2,4,1,107,JJ,2,1317.5,460
1:107:JJ:3,4,1,107,JJ,3,1310,460
1:107:JJ:4,4,1,107,JJ,4,1302.5,460
1:107:JJ:5,4,1,107,JJ,5,1295,460
1:107:JJ:6,4,1,107,JJ,6,1287.5,460
1:107:JJ:7,4,1,107,JJ,7,1280,460
1:107:JJ:8,4,1,107,JJ,8,1272.5,460
1:107:JJ:9,4,1,107,JJ,9,1265,460
1:107:JJ:10,4,1,107,JJ,10,1257.5,460
1:107:JJ:11,4,1,107,JJ,11,1250,460
1:107:JJ:12,4,1,107,JJ,12,1242.5,460
1:107:JJ:13,4,1,107,JJ,13,1235,460
1:107:JJ:14,4,1,107,JJ,14,1227.5,460
1:107:K:1,5,1,107,K,1,1325,330
1:107:K:2,5,1,107,K,2,1317.5,330
1:107:K:3,5,1,107,K,3,1310,330
1:107:K:4,5,1,107,K,4,1302.5,330
1:107:K:5,5,1,107,K,5,1295,330
1:107:K:6,5,1,107,K,6,1287.5,330
1:107:K:7,5,1,107,K,7,1280,330
1:107:K:8,5,1,107,K,8,1272.5,330
1:107:K:9,5,1,107,K,9,1265,330
1:107:K:10,5,1,107,K,10,1257.5,330
1:107:K:11,5,1,107,K,11,1250,330
1:107:K:12,5,1,107,K,12,1242.5,330
1:107:K:13,5,1,107,K,13,1235,330
1:107:KK:1,4,1,107,KK,1,1325,450
1:107:KK:2,4,1,107,KK,2,1317.5,450
1:107:KK:3,4,1,107,KK,3,1310,450
1:107:KK:4,4,1,107,KK,4,1302.5,450
1:107:KK:5,4,1,107,KK,5,1295,450
1:107:KK:6,4,1,107,KK,6,1287.5,450
1:107:KK:7,4,1,107,KK,7,1280,450
1:107:KK:8,4,1,107,KK,8,1272.5,450
1:107:KK:9,4,1,107,KK,9,1265,450
1:107:KK:10,4,1,107,KK,10,1257.5,450
1:107:KK:11,4,1,107,KK,11,1250,450
1:107:KK:12,4,1,107,KK,12,1242.5,450
1:107:KK:13,4,1,107,KK,13,1235,450
1:107:KK:14,4,1,107,KK,14,1227.5,450
1:107:LL:1,4,1,107,LL,1,1325,440
1:107:LL:2,4,1,107,LL,2,1317.5,440
1:107:LL:3,4,1,107,LL,3,1310,440
1:107:LL:4,4,1,107,LL,4,1302.5,440
1:107:LL:5,4,1,107,LL,5,1295,440
1:107:LL:6,4,1,107,LL,6,1287.5,440
1:107:LL:7,4,1,107,LL,7,1280,440
1:107:LL:8,4,1,107,LL,8,1272.5,440
1:107:LL:9,4,1,107,LL,9,1265,440
1:107:LL:10,4,1,107,LL,10,1257.5,440
1:107:LL:11,4,1,107,LL,11,1250,440
1:107:LL:12,4,1,107,LL,12,1242.5,440
1:107:LL:13,4,1,107,LL,13,1235,440
1:107:LL:14,4,1,107,LL,14,1227.5,440
1:107:LL:15,4,1,107,LL,15,1220,440
1:108:A:1,3,1,108,A,1,1175,420
1:108:A:2,3,1,108,A,2,1167.5,420
1:108:A:3,3,1,108,A,3,1160,420
1:108:A:4,3,1,108,A,4,1152.5,420
1:108:A:5,3,1,108,A,5,1145,420
1:108:A:6,3,1,108,A,6,1137.5,420
1:108:A:7,3,1,108,A,7,1130,420
1:108:A:8,3,1,108,A,8,1122.5,420
1:108:A:9,3,1,108,A,9,1115,420
1:108:A:10,3,1,108,A,10,1107.5,420
1:108:A:11,3,1,108,A,11,1100,420
1:108:A:12,3,1,108,A,12,1092.5,420
1:108:A:13,3,1,108,A,13,1085,420
1:108:A:14,3,1,108,A,14,1077.5,420
1:108:A:15,3,1,108,A,15,1070,420
1:108:AA:1,2,1,108,AA,1,1175,540
1:108:AA:2,2,1,108,AA,2,1167.5,540
1:108:AA:3,2,1,108,AA,3,1160,540
1:108:AA:4,2,1,108,AA,4,1152.5,540
1:108:AA:5,2,1,108,AA,5,1145,540
1:108:AA:6,2,1,108,AA,6,1137.5,540
1:108:AA:7,2,1,108,AA,7,1130,540
1:108:AA:8,2,1,108,AA,8,1122.5,540
1:108:AA:9,2,1,108,AA,9,1115,540
1:108:AA:10,2,1,108,AA,10,1107.5,540
1:108:AA:11,2,1,108,AA,11,1100,540
1:108:AA:12,2,1,108,AA,12,1092.5,540
1:108:AA:13,2,1,108,AA,13,1085,540
1:108:AA:14,2,1,108,AA,14,1077.5,540
1:108:AA:15,2,1,108,AA,15,1070,540
1:108:B:1,3,1,108,B,1,1175,410
1:108:B:2,3,1,108,B,2,1167.5,410
1:108:B:3,3,1,108,B,3,1160,410
1:108:B:4,3,1,108,B,4,1152.5,410
1:108:B:5,3,1,108,B,5,1145,410
1:108:B:6,3,1,108,B,6,1137.5,410
1:108:B:7,3,1,108,B,7,1130,410
1:108:B:8,3,1,108,B,8,1122.5,410
1:108:B:9,3,1,108,B,9,1115,410
1:108:B:10,3,1,108,B,10,1107.5,410
1:108:B:11,3,1,108,B,11,1100,410
1:108:B:12,3,1,108,B,12,1092.5,410
1:108:B:13,3,1,108,B,13,1085,410
1:108:B:14,3,1,108,B,14,1077.5,410
1:108:B:15,3,1,108,B,15,1070,410
1:108:BB:1,2,1,108,BB,1,1175,530
1:108:BB:2,2,1,108,BB,2,1167.5,530
1:108:BB:3,2,1,108,BB,3,1160,530
1:108:BB:4,2,1,108,BB,4,1152.5,530
1:108:BB:5,2,1,108,BB,5,1145,530
1:108:BB:6,2,1,108,BB,6,1137.5,530
1:108:BB:7,2,1,108,BB,7,1130,530
1:108:BB:8,2,1,108,BB,8,1122.5,530
1:108:BB:9,2,1,108,BB,9,1115,530
1:108:BB:10,2,1,108,BB,10,1107.5,530
1:108:BB:11,2,1,108,BB,11,1100,530
1:108:BB:12,2,1,108,BB,12,1092.5,530
1:108:BB:13,2,1,108,BB,13,1085,530
1:108:BB:14,2,1,108,BB,14,1077.5,530
1:108:BB:15,2,1,108,BB,15,1070,530
1:108:BB:16,2,1,108,BB,16,1062.5,530
1:108:C:1,3,1,108,C,1,1175,400
1:108:C:2,3,1,108,C,2,1167.5,400
1:108:C:3,3,1,108,C,3,1160,400
1:108:C:4,3,1,108,C,4,1152.5,400
1:108:C:5,3,1,108,C,5,1145,400
1:108:C:6,3,1,108,C,6,1137.5,400
1:108:C:7,3,1,108,C,7,1130,400
1:108:C:8,3,1,108,C,8,1122.5,400
1:108:C:9,3,1,108,C,9,1115,400
1:108:C:10,3,1,108,C,10,1107.5,400
1:108:C:11,3,1,108,C,11,1100,400
1:108:C:12,3,1,108,C,12,1092.5,400
1:108:C:13,3,1,108,C,13,1085,400
1:108:C:14,3,1,108,C,14,1077.5,400
1:108:C:15,3,1,108,C,15,1070,400
1:108:CC:1,2,1,108,CC,1,1175,520
1:108:CC:2,2,1,108,CC,2,1167.5,520
1:108:CC:3,2,1,108,CC,3,1160,520
1:108:CC:4,2,1,108,CC,4,1152.5,520
1:108:CC:5,2,1,108,CC,5,1145,520
1:108:CC:6,2,1,108,CC,6,1137.5,520
1:108:CC:7,2,1,108,CC,7,1130,520
1:108:CC:8,2,1,108,CC,8,1122.5,520
1:108:CC:9,2,1,108,CC,9,1115,520
1:108:CC:10,2,1,108,CC,10,1107.5,520
1:108:CC:11,2,1,108,CC,11,1100,520
1:108:CC:12,2,1,108,CC,12,1092.5,520
1:108:CC:13,2,1,108,CC,13,1085,520
1:108:CC:14,2,1,108,CC,14,1077.5,520
1:108:CC:15,2,1,108,CC,15,1070,520
1:108:CC:16,2,1,108,CC,16,1062.5,520
1:108:D:1,3,1,108,D,1,1175,390
1:108:D:2,3,1,108,D,2,1167.5,390
1:108:D:3,3,1,108,D,3,1160,390
1:108:D:4,3,1,108,D,4,1152.5,390
1:108:D:5,3,1,108,D,5,1145,390
1:108:D:6,3,1,108,D,6,1137.5,390
1:108:D:7,3,1,108,D,7,1130,390
1:108:D:8,3,1,108,D,8,1122.5,390
1:108:D:9,3,1,108,D,9,1115,390
1:108:D:10,3,1,108,D,10,1107.5,390
1:108:D:11,3,1,108,D,11,1100,390
1:108:D:12,3,1,108,D,12,1092.5,390
1:108:D:13,3,1,108,D,13,1085,390
1:108:D:14,3,1,108,D,14,1077.5,390
1:108:D:15,3,1,108,D,15,1070,390
1:108:DD:1,2,1,108,DD,1,1175,510
1:108:DD:2,2,1,108,DD,2,1167.5,510
1:108:DD:3,2,1,108,DD,3,1160,510
1:108:DD:4,2,1,108,DD,4,1152.5,510
1:108:DD:5,2,1,108,DD,5,1145,510
1:108:DD:6,2,1,108,DD,6,1137.5,510
1:108:DD:7,2,1,108,DD,7,1130,510
1:108:DD:8,2,1,108,DD,8,1122.5,510
1:108:DD:9,2,1,108,DD,9,1115,510
1:108:DD:10,2,1,108,DD,10,1107.5,510
1:108:DD:11,2,1,108,DD,11,1100,510
1:108:DD:12,2,1,108,DD,12,1092.5,510
1:108:DD:13,2,1,108,DD,13,1085,510
1:108:DD:14,2,1,108,DD,14,1077.5,510
1:108:DD:15,2,1,108,DD,15,1070,510
1:108:DD:16,2,1,108,DD,16,1062.5,510
1:108:E:1,3,1,108,E,1,1175,380
1:108:E:2,3,1,108,E,2,1167.5,380
1:108:E:3,3,1,108,E,3,1160,380
1:108:E:4,3,1,108,E,4,1152.5,380
1:108:E:5,3,1,108,E,5,1145,380
1:108:E:6,3,1,108,E,6,1137.5,380
1:108:E:7,3,1,108,E,7,1130,380
1:108:E:8,3,1,108,E,8,1122.5,380
1:108:E:9,3,1,108,E,9,1115,380
1:108:E:10,3,1,108,E,10,1107.5,380
1:108:E:11,3,1,108,E,11,1100,380
1:108:E:12,3,1,108,E,12,1092.5,380
1:108:E:13,3,1,108,E,13,1085,380
1:108:E:14,3,1,108,E,14,1077.5,380
1:108:E:15,3,1,108,E,15,1070,380
1:108:EE:1,2,1,108,EE,1,1175,500
1:108:EE:2,2,1,108,EE,2,1167.5,500
1:108:EE:3,2,1,108,EE,3,1160,500
1:108:EE:4,2,1,108,EE,4,1152.5,500
1:108:EE:5,2,1,108,EE,5,1145,500
1:108:EE:6,2,1,108,EE,6,1137.5,500
1:108:EE:7,2,1,108,EE,7,1130,500
1:108:EE:8,2,1,108,EE,8,1122.5,500
1:108:EE:9,2,1,108,EE,9,1115,500
1:108:EE:10,2,1,108,EE,10,1107.5,500
1:108:EE:11,2,1,108,EE,11,1100,500
1:108:EE:12,2,1,108,EE,12,1092.5,500
1:108:EE:13,2,1,108,EE,13,1085,500
1:108:EE:14,2,1,108,EE,14,1077.5,500
1:108:EE:15,2,1,108,EE,15,1070,500
1:108:EE:16,2,1,108,EE,16,1062.5,500
1:108:F:1,3,1,108,F,1,1175,370
1:108:F:2,3,1,108,F,2,1167.5,370
1:108:F:3,3,1,108,F,3,1160,370
1:108:F:4,3,1,108,F,4,1152.5,370
1:108:F:5,3,1,108,F,5,1145,370
1:108:F:6,3,1,108,F,6,1137.5,370
1:108:F:7,3,1,108,F,7,1130,370
1:108:F:8,3,1,108,F,8,1122.5,370
1:108:F:9,3,1,108,F,9,1115,370
1:108:F:10,3,1,108,F,10,1107.5,370
1:108:F:11,3,1,108,F,11,1100,370
1:108:F:12,3,1,108,F,12,1092.5,370
1:108:F:13,3,1,108,F,13,1085,370
1:108:F:14,3,1,108,F,14,1077.5,370
1:108:F:15,3,1,108,F,15,1070,370
1:108:FF:1,2,1,108,FF,1,1175,490
1:108:FF:2,2,1,108,FF,2,1167.5,490
1:108:FF:3,2,1,108,FF,3,1160,490
1:108:FF:4,2,1,108,FF,4,1152.5,490
1:108:FF:5,2,1,108,FF,5,1145,490
1:108:FF:6,2,1,108,FF,6,1137.5,490
1:108:FF:7,2,1,108,FF,7,1130,490
